"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.744980227881166E9,"2025-04-18 20:43:47.881 UTC+08:00"
"PAUSE",2.189610955833341E2,1.744980446839281E9,"2025-04-18 20:47:26.839 UTC+08:00"
