"Time (s)","X (hPa)"
-5.445760000E-1,1.005042419E3
4.614210000E-1,1.005044861E3
1.467419000E0,1.005047150E3
2.473410000E0,1.005050049E3
3.479406000E0,1.005051880E3
3.830234000E0,1.005052032E3
4.903291000E0,1.005052032E3
5.976342000E0,1.005052032E3
7.049455000E0,1.005051346E3
8.122511000E0,1.005048828E3
9.195534000E0,1.005046768E3
1.026860700E1,1.005045090E3
1.134166800E1,1.005042953E3
1.241478900E1,1.005041733E3
1.348795900E1,1.005041733E3
1.456108400E1,1.005041733E3
1.563421400E1,1.005041962E3
1.670731500E1,1.005042343E3
1.778042700E1,1.005042572E3
1.885355700E1,1.005042572E3
1.992667200E1,1.005044250E3
2.099981800E1,1.005045929E3
2.207294800E1,1.005047379E3
2.314608400E1,1.005049057E3
2.421920500E1,1.005051422E3
2.529230200E1,1.005051651E3
2.636541500E1,1.005051651E3
2.743852500E1,1.005049973E3
2.851170000E1,1.005047989E3
2.958483000E1,1.005045547E3
3.065792200E1,1.005044022E3
3.173100800E1,1.005042725E3
3.280409900E1,1.005042725E3
3.387719800E1,1.005042725E3
3.495028900E1,1.005043030E3
3.602342200E1,1.005043030E3
3.709650700E1,1.005043182E3
3.816962900E1,1.005043335E3
3.924277900E1,1.005043411E3
4.031592500E1,1.005044174E3
4.138908100E1,1.005044174E3
4.246222300E1,1.005045700E3
4.353531700E1,1.005047455E3
4.460843300E1,1.005050125E3
4.568155800E1,1.005052719E3
4.675464400E1,1.005055389E3
4.782768400E1,1.005056686E3
4.890077400E1,1.005057907E3
4.997387600E1,1.005058365E3
5.104699600E1,1.005058594E3
5.212009500E1,1.005059967E3
5.319316900E1,1.005060425E3
5.426625100E1,1.005060654E3
5.533935000E1,1.005060654E3
5.641247200E1,1.005058136E3
5.748561000E1,1.005055161E3
5.855870700E1,1.005052490E3
5.963180900E1,1.005049438E3
6.070486100E1,1.005047760E3
6.177799000E1,1.005047760E3
6.285110900E1,1.005048065E3
6.392422300E1,1.005048218E3
6.499735800E1,1.005048676E3
6.607049500E1,1.005048904E3
6.714360500E1,1.005049286E3
6.821674900E1,1.005049515E3
6.928986500E1,1.005050201E3
7.036296600E1,1.005051575E3
7.143605300E1,1.005052490E3
7.250916400E1,1.005053787E3
7.358228400E1,1.005054779E3
7.465540700E1,1.005056229E3
7.572846900E1,1.005057983E3
7.680152400E1,1.005059586E3
7.787456600E1,1.005061340E3
7.894758300E1,1.005063248E3
8.002057500E1,1.005063858E3
8.109356200E1,1.005064240E3
8.216658500E1,1.005065308E3
8.323955000E1,1.005065536E3
8.431252400E1,1.005066605E3
8.538550600E1,1.005068054E3
8.645852000E1,1.005068512E3
8.753152000E1,1.005068817E3
8.860454300E1,1.005069046E3
8.967753900E1,1.005069046E3
9.075056700E1,1.005068283E3
9.182360300E1,1.005068054E3
9.289665400E1,1.005067368E3
9.396967100E1,1.005066147E3
9.504272100E1,1.005066071E3
9.611575600E1,1.005064621E3
9.718877900E1,1.005062408E3
9.826174300E1,1.005060806E3
9.933473600E1,1.005060272E3
1.004077630E2,1.005058136E3
1.014807960E2,1.005057526E3
1.025538400E2,1.005057526E3
1.036268790E2,1.005057678E3
1.046999060E2,1.005058746E3
1.057729710E2,1.005060883E3
1.068460480E2,1.005062790E3
1.079191180E2,1.005063629E3
1.089921790E2,1.005063858E3
1.100652260E2,1.005063858E3
1.111383000E2,1.005061569E3
1.122113840E2,1.005059967E3
1.132844280E2,1.005059586E3
1.143574830E2,1.005058289E3
1.154305490E2,1.005058289E3
1.165036530E2,1.005058594E3
1.175767640E2,1.005058823E3
1.186498490E2,1.005059357E3
1.197229360E2,1.005059357E3
1.207960170E2,1.005059662E3
1.218690850E2,1.005060654E3
1.229422210E2,1.005062714E3
1.240153490E2,1.005064697E3
1.250884150E2,1.005065689E3
1.261614880E2,1.005066299E3
1.272345200E2,1.005066299E3
1.283075810E2,1.005066681E3
1.293806570E2,1.005066910E3
1.304536870E2,1.005068283E3
1.315267400E2,1.005070114E3
1.325997980E2,1.005072021E3
1.336728890E2,1.005072021E3
1.347460100E2,1.005071869E3
1.358190780E2,1.005070724E3
1.368920740E2,1.005069733E3
1.379650700E2,1.005069275E3
1.390381270E2,1.005067673E3
1.401111570E2,1.005065765E3
1.411842040E2,1.005064621E3
1.422572410E2,1.005064240E3
1.433303060E2,1.005062714E3
1.444033660E2,1.005062714E3
1.454764250E2,1.005062790E3
1.465494490E2,1.005063171E3
1.476224410E2,1.005063171E3
1.486954970E2,1.005063171E3
1.497686360E2,1.005063248E3
1.508417120E2,1.005063248E3
1.519148140E2,1.005063629E3
1.529879270E2,1.005064926E3
1.540610580E2,1.005065308E3
1.551341680E2,1.005065460E3
1.562072910E2,1.005065460E3
1.572804020E2,1.005065079E3
1.583535150E2,1.005063553E3
1.594266050E2,1.005062408E3
1.604996590E2,1.005061569E3
1.615727680E2,1.005061569E3
1.626458490E2,1.005061569E3
1.637189930E2,1.005061722E3
1.647921050E2,1.005061874E3
1.658652320E2,1.005061874E3
1.669383200E2,1.005061874E3
1.680113940E2,1.005061874E3
1.690844780E2,1.005062332E3
1.701575140E2,1.005063171E3
1.712306040E2,1.005063629E3
1.723036590E2,1.005064087E3
1.733767200E2,1.005065460E3
1.744497940E2,1.005065460E3
