"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.179166328E-5,2.464352891E-1,2.309635565E-1,-9.342096448E-2
1.005979166E-2,2.895946842E-1,2.858398946E-1,-2.507455641E-1
2.006779166E-2,4.648042719E-1,3.338617612E-1,-1.975657225E-1
3.007479166E-2,6.075469390E-1,4.429200806E-1,-1.549289954E-1
4.008279166E-2,6.191816191E-1,5.936067383E-1,-2.059371811E-1
5.009079167E-2,4.935716959E-1,6.248662090E-1,-2.164095443E-1
6.009879167E-2,3.463524371E-1,6.411740935E-1,-9.342973530E-2
7.010679167E-2,3.739102913E-1,6.772940256E-1,1.566264421E-1
8.011479166E-2,3.787305897E-1,6.451172365E-1,3.131616676E-1
9.012279166E-2,2.510255361E-1,5.911542334E-1,2.581838071E-1
1.001307917E-1,1.438700102E-1,4.796120167E-1,1.918278497E-1
1.101387917E-1,8.064344611E-2,2.907537485E-1,2.152827859E-1
1.201467917E-1,-2.234511269E-1,-1.175862916E-1,2.760178149E-2
1.301547917E-1,-3.347085476E-1,-2.913781215E-1,1.832377052E-1
1.401627917E-1,-1.206244044E-2,-1.520731239E-1,4.371974838E-1
1.501707917E-1,1.706940755E-1,-1.143332024E-1,4.894908875E-1
1.601777917E-1,3.450669267E-1,-1.035038483E-2,3.781020141E-1
1.701857917E-1,4.574905015E-1,1.722500196E-1,1.813525629E-1
1.801937917E-1,3.999755342E-1,2.925904320E-1,5.860488832E-2
1.902017917E-1,2.875551936E-1,3.260898614E-1,-7.280602098E-2
2.002097917E-1,2.254673017E-1,4.405368286E-1,-2.439440829E-1
2.102177917E-1,2.148722931E-1,5.605670097E-1,-3.986649173E-1
2.202257917E-1,2.748315062E-1,6.939284040E-1,-4.865520769E-1
2.302337917E-1,3.462168548E-1,8.037247883E-1,-5.589932317E-1
2.402417917E-1,4.216811661E-1,8.566441365E-1,-4.633392155E-1
2.502497917E-1,4.347210418E-1,8.515693380E-1,-3.010760576E-1
2.602577917E-1,3.532048622E-1,8.156237260E-1,-1.278750980E-1
2.702657917E-1,2.827888541E-1,7.654591472E-1,-5.733311892E-2
2.802737917E-1,2.417596545E-1,8.194660775E-1,-2.328203398E-1
2.902817917E-1,2.473630960E-1,9.156239044E-1,-4.866848087E-1
3.002901250E-1,1.967013944E-1,9.238177539E-1,-7.125124633E-1
3.102971250E-1,1.786622773E-1,9.435925987E-1,-9.133116961E-1
3.203051250E-1,1.941793075E-1,1.014142983E0,-1.029377757E0
3.303131250E-1,3.026924107E-1,9.993156137E-1,-1.015814556E0
3.403211250E-1,3.765709937E-1,1.001840076E0,-9.036041486E-1
3.503291250E-1,4.599739236E-1,9.949618500E-1,-7.457316649E-1
3.603371250E-1,5.476682713E-1,9.848270173E-1,-5.046334219E-1
3.703451250E-1,5.092843703E-1,1.054099639E0,-3.078681833E-1
3.803531250E-1,3.284851002E-1,1.058501423E0,-3.605340546E-1
3.903611250E-1,1.110125320E-1,1.077057050E0,-4.460250252E-1
4.003691250E-1,-6.946705984E-2,1.078717440E0,-5.674582458E-1
4.103771250E-1,-1.672104689E-1,1.080364308E0,-7.023406470E-1
4.203851250E-1,-1.583286945E-1,1.107624101E0,-5.819341975E-1
4.303931250E-1,-3.702019324E-2,1.011964895E0,-2.548409539E-1
4.404011250E-1,1.201755027E-1,9.688319588E-1,2.064996833E-1
4.504091250E-1,1.740143438E-1,8.943337537E-1,7.377964085E-1
4.604161250E-1,7.748777691E-2,7.629495954E-1,1.157671516E0
4.704241250E-1,-1.500781635E-1,6.453682282E-1,1.149532776E0
4.804321250E-1,-3.299757016E-1,6.831071082E-1,7.287794173E-1
4.904401250E-1,-4.673941499E-1,8.478019039E-1,1.497354984E-1
5.004481250E-1,-5.483669039E-1,1.031970413E0,-4.109294522E-1
5.104561250E-1,-6.606780660E-1,1.259011072E0,-9.103547591E-1
5.204641250E-1,-7.162417444E-1,1.453036159E0,-1.241080293E0
5.304721250E-1,-7.133244954E-1,1.663459324E0,-1.428247327E0
5.404801250E-1,-7.172439571E-1,1.771751074E0,-1.432083101E0
5.504881250E-1,-7.115912345E-1,1.795707994E0,-1.385159195E0
5.604961250E-1,-6.390971625E-1,1.784528994E0,-1.155940740E0
5.705041250E-1,-5.803757684E-1,1.722061435E0,-7.649730974E-1
5.805121250E-1,-5.286743221E-1,1.619653739E0,-3.075559419E-1
5.905201250E-1,-3.600683605E-1,1.578963842E0,1.158625782E-1
6.005281250E-1,-1.891134991E-1,1.609136498E0,4.735168791E-1
6.105361250E-1,-8.790222530E-2,1.630021291E0,6.571650589E-1
6.205441250E-1,-6.456668199E-2,1.665904630E0,6.527685374E-1
6.305511250E-1,-1.055533157E-1,1.714771712E0,5.347781575E-1
6.405591250E-1,-2.187059104E-1,1.709140550E0,3.255571800E-1
6.505671250E-1,-3.275003194E-1,1.685624365E0,5.327398181E-2
6.605751250E-1,-4.860747614E-1,1.658648674E0,-9.201178551E-2
6.705831250E-1,-6.360365836E-1,1.638861550E0,-1.751194310E-1
6.805911250E-1,-7.031078017E-1,1.636579235E0,-2.161961210E-1
6.905991250E-1,-6.676163721E-1,1.704202138E0,-3.241257817E-1
7.006071250E-1,-6.827125673E-1,1.750169878E0,-3.541354465E-1
7.106151250E-1,-6.056655608E-1,1.774403371E0,-3.760888177E-1
7.206231250E-1,-4.561507948E-1,1.832204852E0,-3.689224702E-1
7.306311250E-1,-3.907705184E-1,1.796191266E0,-1.300461692E-1
7.406391250E-1,-3.455368236E-1,1.751387268E0,8.180780947E-2
7.506471250E-1,-3.811886861E-1,1.732106952E0,1.606195056E-1
7.606551250E-1,-5.000088590E-1,1.712635139E0,2.159119463E-1
7.706631250E-1,-5.715916425E-1,1.748364258E0,1.455301809E-1
7.806711250E-1,-5.770750882E-1,1.832609479E0,9.588147283E-2
7.906791250E-1,-6.160774054E-1,1.871845173E0,2.118136328E-1
8.006871250E-1,-7.016209278E-1,1.830625665E0,5.410545588E-1
8.106941250E-1,-7.834930567E-1,1.811691211E0,7.628675151E-1
8.207021250E-1,-8.831870603E-1,1.711732621E0,1.052604652E0
8.307101250E-1,-9.635532387E-1,1.545900615E0,1.520992354E0
8.407181250E-1,-9.622525987E-1,1.411959762E0,2.031975267E0
8.507261250E-1,-8.567303829E-1,1.243826730E0,2.365209256E0
8.607341250E-1,-6.880129952E-1,1.101170163E0,2.578072464E0
8.707421250E-1,-4.800414216E-1,1.030339990E0,2.571375064E0
8.807501250E-1,-2.578532202E-1,9.404084243E-1,2.487780930E0
8.907581250E-1,-1.081785419E-1,8.318892181E-1,2.350893518E0
9.007661250E-1,-5.758392792E-2,7.518420053E-1,2.057576131E0
9.107741250E-1,-6.278413089E-2,6.971040268E-1,1.882820397E0
9.207821250E-1,-1.363303911E-2,5.869883480E-1,1.950368602E0
9.307901250E-1,7.991660066E-2,4.178788680E-1,2.049831494E0
9.407981250E-1,1.825194844E-1,1.823929287E-1,1.981730143E0
9.508061250E-1,2.822519700E-1,-6.548815750E-2,1.894778538E0
9.608141250E-1,4.520835447E-1,-2.642850112E-1,1.707247222E0
9.708221250E-1,6.044400940E-1,-3.929577791E-1,1.420014448E0
9.808301250E-1,6.413071176E-1,-4.633066173E-1,1.001926249E0
9.908381250E-1,6.379907962E-1,-5.054678927E-1,6.240557849E-1
1.000845125E0,6.699023411E-1,-6.033926019E-1,4.610664028E-1
1.010853125E0,5.987987004E-1,-6.284650241E-1,1.540144908E-1
1.020861125E0,6.532526869E-1,-7.036458917E-1,-3.830563599E-1
1.030869125E0,5.678077996E-1,-7.077425241E-1,-9.018920839E-1
1.040877125E0,4.580751134E-1,-7.411863318E-1,-1.387727292E0
1.050885125E0,4.169702107E-1,-7.236561600E-1,-1.811786667E0
1.060893125E0,4.264541021E-1,-7.392295611E-1,-2.055619653E0
1.070901125E0,5.218384520E-1,-7.049788376E-1,-2.138292266E0
1.080909125E0,4.247980975E-1,-6.874371906E-1,-1.960397746E0
1.090917125E0,3.695356604E-1,-8.098094740E-1,-1.755918860E0
1.100925125E0,3.237204600E-1,-8.635054055E-1,-1.563178260E0
1.110933125E0,2.846923420E-1,-8.351266021E-1,-1.336937208E0
1.120941125E0,2.111848744E-1,-8.461035801E-1,-1.095266522E0
1.130949125E0,9.578879446E-2,-8.047400111E-1,-9.837928641E-1
1.140957125E0,8.914621130E-2,-6.821654872E-1,-1.014377895E0
1.150965125E0,4.971821688E-2,-5.082749216E-1,-1.156940614E0
1.160973125E0,-5.832550105E-2,-3.496235888E-1,-1.413680159E0
1.170981125E0,-1.422783616E-1,-2.372419495E-1,-1.397471092E0
1.180989125E0,-2.749618808E-1,-2.308571006E-1,-1.196712790E0
1.190997125E0,-3.592985380E-1,-1.989203944E-1,-1.132997435E0
1.201005125E0,-4.521321862E-1,-1.534028355E-1,-1.151051883E0
1.211013125E0,-5.076440071E-1,-9.326435046E-2,-1.228345642E0
1.221021125E0,-5.364196536E-1,4.567907908E-2,-1.334458573E0
1.231028125E0,-5.079928300E-1,1.898434875E-1,-1.403783746E0
1.241036125E0,-4.622423875E-1,3.280340241E-1,-1.451358447E0
