"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.810950279E-3,4.290019156E1,1.304216353E2,5.101397876E1,NaN,NaN,3.745735288E1,3.000000000E1
4.418400526E-1,4.290022375E1,1.304215984E2,5.089348267E1,NaN,NaN,3.452325349E1,3.000000000E1
6.720839024E0,4.290004369E1,1.304216346E2,5.128665867E1,NaN,NaN,2.885195445E1,3.000000000E1
1.272448206E1,4.290005495E1,1.304216598E2,5.140452887E1,NaN,NaN,2.966845266E1,3.000000000E1
1.871739399E1,4.290001186E1,1.304216596E2,5.143161903E1,NaN,NaN,3.223070701E1,3.000000000E1
2.488699996E1,4.290002909E1,1.304216981E2,5.176324204E1,NaN,NaN,3.379936434E1,3.000000000E1
3.071570599E1,4.290019156E1,1.304216353E2,5.195833255E1,NaN,NaN,3.745735288E1,3.000000000E1
3.671932805E1,4.290019156E1,1.304216353E2,5.194221691E1,NaN,NaN,3.745735288E1,3.000000000E1
4.271755695E1,4.290019156E1,1.304216353E2,5.195703224E1,NaN,NaN,3.745735288E1,3.000000000E1
4.872487605E1,4.290019156E1,1.304216353E2,5.195162318E1,NaN,NaN,3.745735288E1,3.000000000E1
5.472469199E1,4.290004545E1,1.304217734E2,5.162003702E1,NaN,NaN,3.473938837E1,3.000000000E1
6.088906002E1,4.290010043E1,1.304217557E2,5.162760596E1,NaN,NaN,3.454881775E1,3.000000000E1
6.672336006E1,4.290012334E1,1.304217526E2,5.162429265E1,NaN,NaN,3.482007533E1,3.000000000E1
7.272464895E1,4.290011150E1,1.304217538E2,5.164841521E1,NaN,NaN,3.477947513E1,3.000000000E1
7.872447300E1,4.290008204E1,1.304217579E2,5.162604544E1,NaN,NaN,3.462011106E1,3.000000000E1
8.488660502E1,4.289999221E1,1.304217789E2,5.196499849E1,NaN,NaN,3.483828242E1,3.000000000E1
9.072449899E1,4.290000284E1,1.304217286E2,5.177480728E1,NaN,NaN,3.499162115E1,3.000000000E1
9.671706700E1,4.289989527E1,1.304215333E2,5.153683489E1,NaN,NaN,3.563739789E1,3.000000000E1
1.027237550E2,4.289995744E1,1.304214655E2,5.164359249E1,NaN,NaN,2.890320027E1,3.000000000E1
1.116223921E2,4.289991853E1,1.304215882E2,5.147424272E1,NaN,NaN,3.571621896E1,3.000000000E1
1.127199250E2,4.289990251E1,1.304215768E2,5.147074455E1,NaN,NaN,3.498439084E1,3.000000000E1
1.187204500E2,4.289990849E1,1.304216025E2,5.150429743E1,NaN,NaN,3.677164656E1,3.000000000E1
1.246808370E2,4.290019156E1,1.304216353E2,5.188551655E1,NaN,NaN,3.745735288E1,3.000000000E1
1.307211480E2,4.290006129E1,1.304216223E2,5.131037320E1,NaN,NaN,2.890502577E1,3.000000000E1
1.367220410E2,4.290007775E1,1.304215648E2,5.089988378E1,NaN,NaN,3.627175442E1,3.000000000E1
1.427204620E2,4.290019156E1,1.304216353E2,5.088820787E1,NaN,NaN,3.745735288E1,3.000000000E1
1.442844393E2,4.290007215E1,1.304215848E2,5.132770934E1,2.281736434E-1,NaN,3.995299881E1,3.000000000E0
1.458844163E2,4.290008707E1,1.304214709E2,5.101983509E1,2.143889368E-1,NaN,2.771821021E1,3.044585466E0
1.468844018E2,4.290002973E1,1.304214255E2,5.104574358E1,1.403831393E-1,NaN,2.432919662E1,3.000000000E0
1.478843881E2,4.289999006E1,1.304213846E2,5.103532474E1,3.782301769E-2,NaN,2.156305376E1,3.000000000E0
1.488843741E2,4.289996917E1,1.304213688E2,5.107817118E1,6.374519318E-2,NaN,1.806350039E1,3.000000000E0
1.498897020E2,4.289997211E1,1.304213221E2,5.100942906E1,9.355460852E-2,NaN,1.785340186E1,3.000000000E0
1.508897094E2,4.289997544E1,1.304213063E2,5.084024462E1,4.400216788E-2,NaN,1.643564241E1,3.000000000E0
1.518896954E2,4.289998743E1,1.304212641E2,5.077389501E1,9.454853088E-2,NaN,1.515784557E1,3.000000000E0
