"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.767883396695731E9,"2026-01-08 22:43:16.696 UTC+08:00"
"PAUSE",1.970144787499958E2,1.767883593707226E9,"2026-01-08 22:46:33.707 UTC+08:00"
