"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.767958672730236E9,"2026-01-09 19:37:52.730 UTC+08:00"
"PAUSE",1.898808142083290E2,1.767958862608222E9,"2026-01-09 19:41:02.608 UTC+08:00"
