"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.744978621898380E9,"2025-04-18 20:17:01.898 UTC+08:00"
"PAUSE",1.479658917500055E2,1.744978769862951E9,"2025-04-18 20:19:29.863 UTC+08:00"
