"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.767950019219783E9,"2026-01-09 17:13:39.220 UTC+08:00"
"PAUSE",1.704715425833419E2,1.767950189690388E9,"2026-01-09 17:16:29.690 UTC+08:00"
