"Time (s)","X (hPa)"
-5.212207917E-1,1.002599030E3
4.838232083E-1,1.002600403E3
1.488809208E0,1.002601776E3
2.493808208E0,1.002602463E3
3.498808208E0,1.002602463E3
3.850839208E0,1.002598419E3
4.922855208E0,1.002598038E3
5.994858208E0,1.002596512E3
7.066867208E0,1.002594833E3
8.138915208E0,1.002594604E3
9.210928208E0,1.002594604E3
1.028294521E1,1.002597351E3
1.135496621E1,1.002599564E3
1.242699721E1,1.002602081E3
1.349902421E1,1.002604370E3
1.457104721E1,1.002607193E3
1.564308321E1,1.002608185E3
1.671516921E1,1.002608185E3
1.778720921E1,1.002606201E3
1.885923321E1,1.002604141E3
1.993125021E1,1.002601776E3
2.100325421E1,1.002598724E3
2.207524021E1,1.002595825E3
2.314721821E1,1.002594986E3
2.421923521E1,1.002594986E3
2.529127121E1,1.002596512E3
2.636330021E1,1.002598267E3
2.743533621E1,1.002601166E3
2.850737121E1,1.002603455E3
2.957936621E1,1.002605743E3
3.065133421E1,1.002605743E3
3.172336021E1,1.002604599E3
3.279538921E1,1.002601776E3
3.386741821E1,1.002598648E3
3.493942721E1,1.002595596E3
3.601141721E1,1.002593155E3
3.708340721E1,1.002592850E3
3.815539321E1,1.002592850E3
3.922738721E1,1.002593460E3
4.029940721E1,1.002594223E3
4.137145321E1,1.002597046E3
4.244347421E1,1.002599335E3
4.351546021E1,1.002601624E3
4.458749321E1,1.002603455E3
4.565952821E1,1.002603836E3
4.673162421E1,1.002603836E3
4.780371221E1,1.002601089E3
4.887579621E1,1.002598572E3
4.994785821E1,1.002595596E3
5.101992121E1,1.002592392E3
5.209195121E1,1.002590256E3
5.316399521E1,1.002590103E3
5.423606221E1,1.002590103E3
5.530809421E1,1.002590103E3
5.638012721E1,1.002591324E3
5.745215921E1,1.002593231E3
5.852423221E1,1.002595062E3
5.959622321E1,1.002596588E3
6.066826521E1,1.002597351E3
6.174028921E1,1.002597580E3
6.281230521E1,1.002597580E3
6.388432121E1,1.002597504E3
6.495633821E1,1.002595978E3
6.602832721E1,1.002594528E3
6.710033321E1,1.002593536E3
6.817233421E1,1.002590637E3
6.924435321E1,1.002588577E3
7.031646221E1,1.002588577E3
7.138851721E1,1.002588806E3
7.246060521E1,1.002590866E3
7.353266921E1,1.002591782E3
7.460474121E1,1.002592392E3
7.567678421E1,1.002592392E3
7.674883521E1,1.002592010E3
7.782088821E1,1.002591171E3
7.889293821E1,1.002590103E3
7.996497821E1,1.002588730E3
8.103703421E1,1.002587967E3
8.210907221E1,1.002587357E3
8.318107421E1,1.002585602E3
8.425309821E1,1.002584610E3
8.532515521E1,1.002584610E3
8.639721021E1,1.002584915E3
8.746926321E1,1.002586899E3
8.854129921E1,1.002589111E3
8.961334321E1,1.002590942E3
9.068540721E1,1.002592697E3
9.175746821E1,1.002595215E3
9.282955821E1,1.002595673E3
9.390162621E1,1.002596207E3
9.497368221E1,1.002596893E3
9.604567921E1,1.002596970E3
9.711769721E1,1.002596970E3
9.818966021E1,1.002596741E3
9.926168221E1,1.002596741E3
1.003337302E2,1.002596817E3
1.014058382E2,1.002597351E3
1.024779742E2,1.002597351E3
1.035500842E2,1.002597351E3
1.046222092E2,1.002597122E3
1.056943342E2,1.002596512E3
1.067663992E2,1.002594833E3
1.078384502E2,1.002593460E3
1.089104662E2,1.002593231E3
1.099825272E2,1.002592697E3
1.110546082E2,1.002592392E3
1.121266502E2,1.002591324E3
1.131986962E2,1.002589951E3
1.142707942E2,1.002587585E3
1.153428972E2,1.002585297E3
1.164149762E2,1.002584076E3
1.174870572E2,1.002584076E3
1.185591172E2,1.002584076E3
1.196312312E2,1.002584610E3
1.207033362E2,1.002586746E3
1.217754382E2,1.002588196E3
1.228475382E2,1.002588882E3
1.239196402E2,1.002589569E3
1.249917382E2,1.002589569E3
1.260638152E2,1.002587204E3
1.271359132E2,1.002585983E3
1.282080162E2,1.002584763E3
1.292801212E2,1.002583237E3
1.303521872E2,1.002583237E3
1.314243072E2,1.002584000E3
1.324963892E2,1.002585144E3
1.335685092E2,1.002587738E3
1.346406792E2,1.002590103E3
1.357127752E2,1.002591782E3
1.367848502E2,1.002592010E3
1.378569462E2,1.002592850E3
1.389290562E2,1.002592926E3
1.400011472E2,1.002593307E3
1.410732612E2,1.002594757E3
1.421454242E2,1.002596817E3
1.432175532E2,1.002598495E3
1.442896792E2,1.002599335E3
1.453618172E2,1.002599335E3
