"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.375955582E-3,4.290026372E1,1.304215716E2,5.151093917E1,NaN,NaN,4.316904162E1,3.000094326E1
2.645289898E-2,4.290026372E1,1.304215716E2,5.151093917E1,NaN,NaN,4.567927895E1,3.000130775E1
4.329859018E-1,4.290024005E1,1.304215895E2,5.150518710E1,NaN,NaN,2.925276174E1,3.000000000E1
2.454293966E0,4.290023918E1,1.304215905E2,5.150699717E1,NaN,NaN,3.156930444E1,3.000014556E1
2.457667947E0,4.290023918E1,1.304215905E2,5.150699717E1,NaN,NaN,3.156931079E1,3.000014556E1
6.725919008E0,4.290020295E1,1.304215806E2,5.152436058E1,NaN,NaN,2.027778171E1,3.000000000E1
8.603508949E0,4.290020292E1,1.304215807E2,5.152462952E1,NaN,NaN,2.216037020E1,3.000005594E1
8.611961007E0,4.290020292E1,1.304215807E2,5.152462952E1,NaN,NaN,2.216042822E1,3.000005594E1
1.274037194E1,4.290019847E1,1.304214976E2,5.152354614E1,NaN,NaN,3.324966622E1,3.000000000E1
1.288707495E1,4.290015679E1,1.304215961E2,5.154462129E1,NaN,NaN,2.165492314E1,3.000000000E1
1.872719097E1,4.290013651E1,1.304215611E2,5.153672032E1,NaN,NaN,2.493400092E1,3.000000000E1
2.472914791E1,4.290012506E1,1.304215932E2,5.233018847E1,NaN,NaN,2.627275452E1,3.000000000E1
3.072635198E1,4.290012250E1,1.304216184E2,5.255485419E1,NaN,NaN,2.831898072E1,3.000000000E1
3.672591293E1,4.290016860E1,1.304216477E2,5.237235050E1,NaN,NaN,3.186930492E1,3.000000000E1
4.272678697E1,4.290009757E1,1.304215743E2,5.246738132E1,NaN,NaN,2.567572378E1,3.000000000E1
4.872542989E1,4.290010279E1,1.304216484E2,5.204141355E1,NaN,NaN,3.124446720E1,3.000000000E1
5.471959901E1,4.290012509E1,1.304216250E2,5.186761790E1,NaN,NaN,2.874351003E1,3.000000000E1
6.071825099E1,4.289996019E1,1.304218035E2,5.201380011E1,NaN,NaN,3.778221647E1,3.000000000E1
6.672022796E1,4.289997099E1,1.304217707E2,5.203396405E1,NaN,NaN,3.778288284E1,3.000000000E1
7.272722495E1,4.290000887E1,1.304217281E2,5.196192507E1,NaN,NaN,3.778292191E1,3.000000000E1
7.872389901E1,4.290019589E1,1.304217569E2,5.160844003E1,NaN,NaN,3.679954217E1,3.000000000E1
8.472267294E1,4.290016031E1,1.304216947E2,5.161706299E1,NaN,NaN,3.679891887E1,3.000000000E1
9.071811891E1,4.290010565E1,1.304216946E2,5.162384235E1,NaN,NaN,3.778233926E1,3.000000000E1
9.806086290E1,4.290020507E1,1.304217588E2,5.164208356E1,NaN,NaN,3.686404698E1,3.000000000E1
1.037070229E2,4.290038956E1,1.304217349E2,5.186667463E1,NaN,NaN,3.677407520E1,3.000000000E1
1.097365570E2,4.290025616E1,1.304217688E2,5.178928181E1,NaN,NaN,3.680139747E1,3.000000000E1
1.157193899E2,4.290021766E1,1.304217463E2,5.175386457E1,NaN,NaN,3.679827113E1,3.000000000E1
1.217272249E2,4.290029008E1,1.304217303E2,5.183428376E1,NaN,NaN,3.679947326E1,3.000000000E1
1.277216239E2,4.290031394E1,1.304217505E2,5.164480728E1,NaN,NaN,3.679913806E1,3.000000000E1
1.337199559E2,4.290028242E1,1.304217449E2,5.160971500E1,NaN,NaN,3.679957704E1,3.000000000E1
1.397224720E2,4.290023148E1,1.304217740E2,5.171908106E1,NaN,NaN,3.679929400E1,3.000000000E1
1.458837919E2,4.290014637E1,1.304217406E2,5.175519851E1,NaN,NaN,3.779324317E1,3.000000000E1
1.517272350E2,4.290010371E1,1.304217034E2,5.197765563E1,NaN,NaN,3.777173320E1,3.000000000E1
1.577213809E2,4.290017147E1,1.304215734E2,5.200372023E1,NaN,NaN,2.493764820E1,3.000000000E1
1.637250479E2,4.290018735E1,1.304214816E2,5.161416680E1,NaN,NaN,2.488527638E1,3.000000000E1
1.697214390E2,4.290016048E1,1.304213718E2,5.156087873E1,NaN,NaN,2.492200199E1,3.000000000E1
1.757240529E2,4.290010465E1,1.304214362E2,5.156016752E1,NaN,NaN,2.488582130E1,3.000000000E1
1.817229940E2,4.290009094E1,1.304214296E2,5.162035572E1,NaN,NaN,2.244303865E1,3.000000000E1
1.865149050E2,4.290004751E1,1.304214091E2,5.161586551E1,NaN,NaN,2.490328723E1,3.000000000E1
1.928772349E2,4.290016278E1,1.304214024E2,5.160034323E1,NaN,NaN,2.321050567E1,3.000000000E1
1.987163160E2,4.290006010E1,1.304215553E2,5.250232883E1,NaN,NaN,2.620921117E1,3.000000000E1
2.047190740E2,4.290006538E1,1.304215309E2,5.159689482E1,NaN,NaN,2.483502557E1,3.000000000E1
