"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.167708368E-3,-3.717787620E-2,3.757457323E-2,-2.694075376E-1
1.119670836E-2,-1.338213326E-1,2.475491837E-3,-3.815068477E-1
2.122570836E-2,-2.023506269E-1,-4.520336241E-3,-4.323080420E-1
3.125570837E-2,-1.219741062E-1,-4.429485127E-3,-1.683840233E-1
4.128470836E-2,3.190222587E-3,-5.789277054E-2,2.351919705E-1
5.131370836E-2,-9.014063995E-2,-7.306329846E-2,-1.005662620E-2
6.134370837E-2,-1.445255288E-1,1.226153813E-2,-1.131950784E-1
7.137270836E-2,-1.124735594E-1,-9.267412886E-2,-2.694864750E-2
8.140270837E-2,-4.053632501E-2,-1.632476829E-2,7.359831870E-2
9.143170837E-2,3.518111601E-2,1.074927275E-1,1.390292466E-2
1.014607084E-1,1.580132554E-1,1.879412055E-1,1.279955506E-3
1.114907084E-1,2.419582040E-1,2.315403112E-1,-3.027103543E-3
1.215197084E-1,3.494434580E-1,2.346957611E-1,9.570313275E-2
1.315487084E-1,3.935168460E-1,2.302037839E-1,2.175532597E-1
1.415787084E-1,3.252322210E-1,1.091571374E-1,2.149635279E-1
1.516077084E-1,1.978458772E-1,8.386588320E-2,5.902530313E-2
1.616367084E-1,1.090062336E-1,1.067412141E-1,-1.069859201E-1
1.716667084E-1,8.065821033E-2,9.403916135E-2,-2.726100576E-1
1.816957084E-1,9.595328394E-2,9.642650642E-2,-2.667412072E-1
1.917247084E-1,1.501800147E-1,7.587069288E-2,-1.829693180E-1
2.017547084E-1,2.070667535E-1,3.020276919E-2,-1.021824324E-1
2.117835417E-1,2.103966332E-1,-3.278789632E-2,-4.132987440E-2
2.218125417E-1,1.897951018E-1,-4.141297795E-2,-4.798809886E-2
2.318425417E-1,1.422664753E-1,1.491193481E-2,-1.463669175E-1
2.418715417E-1,1.308343099E-1,2.206987694E-2,-2.236665237E-1
2.519015417E-1,1.240192887E-1,2.455172762E-2,-2.046203882E-1
2.619305417E-1,9.641716914E-2,2.279120408E-2,-1.783055788E-1
2.719595417E-1,4.847714079E-2,5.464354590E-2,-1.980323303E-1
2.819895417E-1,3.885398513E-2,7.761564821E-2,-2.196068019E-1
2.920185417E-1,3.761294330E-2,1.102202343E-1,-2.242921758E-1
3.020475417E-1,-8.569164774E-3,8.483937152E-2,-2.356264186E-1
3.120775417E-1,-6.006580830E-3,3.656739034E-2,-2.015459222E-1
3.221065417E-1,-4.196561749E-2,2.770980880E-2,-1.130453897E-1
3.321355417E-1,-4.625578813E-2,-1.094891131E-4,-9.983419061E-2
3.421655417E-1,-9.648981166E-2,4.196546674E-3,-1.533981943E-1
3.521945417E-1,-1.662337646E-1,4.101953343E-2,-1.828745931E-1
3.622235417E-1,-1.703742511E-1,4.339328371E-2,-1.583127791E-1
3.722535417E-1,-1.089968598E-1,7.650219217E-2,-9.092888117E-2
3.822825417E-1,-5.381235505E-2,1.010525311E-1,-2.005068719E-2
3.923125417E-1,-5.858731470E-2,6.191053860E-2,-7.946366072E-3
4.023415417E-1,-7.221270674E-2,1.075362162E-1,-6.029064059E-3
4.123705417E-1,-2.649720591E-3,1.897363007E-1,-2.423144639E-2
4.224005417E-1,1.092043354E-2,2.123316231E-1,-3.381912589E-2
4.324295417E-1,-1.810809597E-2,1.943267304E-1,-2.639900923E-2
