"Time (s)","X (µT)","Y (µT)","Z (µT)"
9.162625007E-3,-3.748582458E1,3.426422119E0,-3.733233643E1
1.916962500E-2,-3.751797485E1,3.512939453E0,-3.737896729E1
2.917662500E-2,-3.747512817E1,3.533172607E0,-3.746087646E1
3.918462500E-2,-3.751338196E1,3.571044922E0,-3.751837158E1
4.919162500E-2,-3.763598633E1,3.636749268E0,-3.728527832E1
5.919862501E-2,-3.764045715E1,3.667053223E0,-3.798724365E1
6.920662500E-2,-3.755880737E1,3.642120361E0,-3.710614014E1
7.921362501E-2,-3.762532043E1,3.629211426E0,-3.751000977E1
8.922062500E-2,-3.740441895E1,3.457015991E0,-3.783593750E1
9.922862500E-2,-3.734626770E1,3.164947510E0,-3.753179932E1
1.092356250E-1,-3.724549866E1,3.106658936E0,-3.791357422E1
1.192426250E-1,-3.730805969E1,2.908004761E0,-3.756188965E1
1.292506250E-1,-3.730805969E1,2.908004761E0,-3.756188965E1
1.392576250E-1,-3.725204468E1,2.881591797E0,-3.753021240E1
1.492646250E-1,-3.721649170E1,2.891540527E0,-3.829309082E1
1.592726250E-1,-3.694940186E1,2.812088013E0,-3.818823242E1
1.692796250E-1,-3.689262390E1,2.846878052E0,-3.887750244E1
1.792866250E-1,-3.675660706E1,2.926025391E0,-3.892681885E1
1.892946250E-1,-3.646708679E1,2.998779297E0,-3.836578369E1
1.993016250E-1,-3.660287476E1,3.070404053E0,-3.891485596E1
2.093086250E-1,-3.649298096E1,3.080245972E0,-3.850970459E1
2.193166250E-1,-3.643174744E1,3.100830078E0,-3.895532227E1
2.293236250E-1,-3.641166687E1,3.176651001E0,-3.911523438E1
2.393306250E-1,-3.626445007E1,3.060760498E0,-3.869079590E1
2.493386250E-1,-3.629296875E1,3.096984863E0,-3.923626709E1
2.593456250E-1,-3.637666321E1,3.066177368E0,-3.897595215E1
2.693536250E-1,-3.619837952E1,3.008361816E0,-3.888458252E1
2.793606250E-1,-3.610572815E1,3.041442871E0,-3.918902588E1
2.893676250E-1,-3.617630005E1,3.039199829E0,-3.870831299E1
2.993756250E-1,-3.623229980E1,2.997100830E0,-3.914593506E1
3.093826250E-1,-3.638374329E1,3.067611694E0,-3.899841309E1
3.193896250E-1,-3.656402588E1,3.149627686E0,-3.839910889E1
3.293976250E-1,-3.664201355E1,3.291580200E0,-3.871673584E1
3.394046250E-1,-3.666351318E1,3.296188354E0,-3.804821777E1
3.494116250E-1,-3.673567200E1,3.305007935E0,-3.858416748E1
3.594196250E-1,-3.675114441E1,3.386337280E0,-3.873889160E1
3.694266250E-1,-3.685786438E1,3.470230103E0,-3.806323242E1
3.794336250E-1,-3.695266724E1,3.487838745E0,-3.853735352E1
3.894416250E-1,-3.703096008E1,3.561325073E0,-3.826605225E1
3.994486250E-1,-3.686108398E1,3.709152222E0,-3.812054443E1
4.094556250E-1,-3.685990906E1,3.868835449E0,-3.863580322E1
4.194636250E-1,-3.694584656E1,3.957244873E0,-3.831115723E1
4.294706250E-1,-3.683215332E1,4.073837280E0,-3.888854980E1
4.394776250E-1,-3.683874512E1,4.193481445E0,-3.890661621E1
4.494856250E-1,-3.689614868E1,4.233367920E0,-3.886987305E1
4.594916667E-1,-3.673582458E1,4.401107788E0,-3.891644287E1
4.694986667E-1,-3.667280579E1,4.406448364E0,-3.878027344E1
4.795066667E-1,-3.657223511E1,4.461013794E0,-3.930212402E1
4.895136667E-1,-3.656974792E1,4.634033203E0,-3.922442627E1
4.995206667E-1,-3.642395020E1,4.811614990E0,-3.870294189E1
5.095286667E-1,-3.659098816E1,5.001647949E0,-3.910284424E1
5.195356667E-1,-3.681736755E1,5.072036743E0,-3.870074463E1
5.295426667E-1,-3.681736755E1,5.072036743E0,-3.870074463E1
5.395506667E-1,-3.671389771E1,5.136383057E0,-3.848339844E1
5.495576667E-1,-3.678825378E1,5.304550171E0,-3.887213135E1
5.595646667E-1,-3.700450134E1,5.382675171E0,-3.839575195E1
5.695726667E-1,-3.701579285E1,5.487075806E0,-3.873004150E1
5.795796667E-1,-3.698080444E1,5.618301392E0,-3.916320801E1
5.895866667E-1,-3.692320251E1,5.731079102E0,-3.880426025E1
5.995946667E-1,-3.682907104E1,5.830688477E0,-3.933697510E1
6.096016667E-1,-3.676139832E1,6.027893066E0,-3.909759521E1
6.196086667E-1,-3.655229187E1,6.062377930E0,-3.950781250E1
6.296166667E-1,-3.627273560E1,6.313598633E0,-3.952166748E1
6.396236667E-1,-3.608566284E1,6.460968018E0,-3.933551025E1
6.496306667E-1,-3.607333374E1,6.517288208E0,-3.983184814E1
6.596386667E-1,-3.589076233E1,6.604675293E0,-3.975415039E1
6.696456667E-1,-3.582093811E1,6.730468750E0,-3.969244385E1
6.796526667E-1,-3.573692322E1,6.886932373E0,-4.007641602E1
6.896606667E-1,-3.553144836E1,6.975585938E0,-3.984912109E1
6.996676667E-1,-3.549581909E1,7.037567139E0,-4.015814209E1
7.096746667E-1,-3.555210876E1,7.127639771E0,-4.026312256E1
7.196826667E-1,-3.537651062E1,7.152023315E0,-3.960717773E1
7.296896667E-1,-3.555941772E1,7.221206665E0,-3.993927002E1
7.396966667E-1,-3.569358826E1,7.338836670E0,-3.971557617E1
7.497046667E-1,-3.555331421E1,7.377120972E0,-4.004919434E1
7.597116667E-1,-3.555737305E1,7.478134155E0,-3.992321777E1
7.697196667E-1,-3.564756775E1,7.552673340E0,-3.952947998E1
7.797266667E-1,-3.549455261E1,7.668395996E0,-3.967193604E1
7.897336667E-1,-3.564886475E1,7.701705933E0,-3.949096680E1
7.997416667E-1,-3.564324951E1,7.616149902E0,-3.940222168E1
8.097486667E-1,-3.563168335E1,7.717086792E0,-3.972491455E1
8.197556667E-1,-3.563761902E1,7.805236816E0,-3.951403809E1
8.297636667E-1,-3.553404236E1,7.873764038E0,-3.974670410E1
8.397706667E-1,-3.551895142E1,7.958541870E0,-3.999761963E1
8.497776667E-1,-3.545283508E1,7.987045288E0,-3.957562256E1
8.597856667E-1,-3.537641907E1,8.087402344E0,-4.009191895E1
8.697926667E-1,-3.521868896E1,8.094329834E0,-3.946582031E1
8.797996667E-1,-3.505596924E1,8.152023315E0,-4.008477783E1
8.898076667E-1,-3.461273193E1,8.136627197E0,-4.032910156E1
8.998146667E-1,-3.453561401E1,8.022338867E0,-4.002447510E1
9.098216667E-1,-3.421899414E1,7.990066528E0,-4.073925781E1
9.198296667E-1,-3.401727295E1,7.987564087E0,-4.036090088E1
9.298366667E-1,-3.399874878E1,7.982421875E0,-4.037274170E1
9.398436667E-1,-3.388745117E1,8.158020020E0,-4.032495117E1
9.498516667E-1,-3.363148499E1,8.345245361E0,-4.070001221E1
9.598586667E-1,-3.344120789E1,8.432571411E0,-4.025500488E1
9.698656667E-1,-3.326986694E1,8.611572266E0,-4.064953613E1
9.798736667E-1,-3.325308228E1,8.664566040E0,-4.097900391E1
9.898806667E-1,-3.332427979E1,8.823150635E0,-4.026538086E1
9.998876667E-1,-3.333795166E1,8.909240723E0,-4.042425537E1
1.009895667E0,-3.341978455E1,8.942825317E0,-3.973632812E1
1.019902667E0,-3.349996948E1,8.874191284E0,-4.004040527E1
1.029909667E0,-3.360594177E1,8.865997314E0,-3.972192383E1
1.039917667E0,-3.386535645E1,8.738800049E0,-3.911883545E1
1.049924667E0,-3.411695862E1,8.746749878E0,-3.975048828E1
1.059931667E0,-3.406710815E1,8.623229980E0,-3.939288330E1
1.069939667E0,-3.399768066E1,8.477920532E0,-3.913385010E1
1.079946667E0,-3.403578186E1,8.435821533E0,-3.953735352E1
1.089953667E0,-3.396257019E1,8.221710205E0,-3.934906006E1
1.099961667E0,-3.392956543E1,8.012817383E0,-3.995056152E1
1.109968667E0,-3.374497986E1,7.857437134E0,-4.041345215E1
1.119975667E0,-3.344380188E1,7.650222778E0,-3.983026123E1
1.129983667E0,-3.326564026E1,7.552322388E0,-4.009020996E1
1.139990667E0,-3.296174622E1,7.482131958E0,-3.995397949E1
1.149997667E0,-3.299279785E1,7.462036133E0,-4.055084229E1
1.160004667E0,-3.293905640E1,7.532501221E0,-4.040069580E1
1.170012667E0,-3.285774231E1,7.460266113E0,-3.992565918E1
1.180019667E0,-3.289822388E1,7.466186523E0,-4.026995850E1
1.190026667E0,-3.292770386E1,7.476318359E0,-3.990106201E1
1.200034667E0,-3.309820557E1,7.423934937E0,-3.955731201E1
1.210041667E0,-3.328157043E1,7.379867554E0,-3.985760498E1
1.220048667E0,-3.343981934E1,7.185226440E0,-3.889129639E1
1.230056667E0,-3.377142334E1,7.047180176E0,-3.940838623E1
1.240063667E0,-3.384783936E1,6.981613159E0,-3.944775391E1
1.250070667E0,-3.390270996E1,6.795822144E0,-3.908453369E1
1.260078667E0,-3.401260376E1,6.709136963E0,-3.918572998E1
1.270085667E0,-3.404051208E1,6.719329834E0,-3.864093018E1
1.280092667E0,-3.404872131E1,6.674774170E0,-3.883709717E1
1.290100667E0,-3.422045898E1,6.688552856E0,-3.919012451E1
1.300107667E0,-3.431942749E1,6.571960449E0,-3.870880127E1
1.310114667E0,-3.435769653E1,6.584030151E0,-3.881890869E1
1.320122667E0,-3.447378540E1,6.320556641E0,-3.847412109E1
1.330129667E0,-3.453816223E1,6.319076538E0,-3.819592285E1
1.340136667E0,-3.453816223E1,6.319076538E0,-3.819592285E1
1.350144667E0,-3.474066162E1,6.261260986E0,-3.831756592E1
1.360151667E0,-3.474696350E1,6.281829834E0,-3.788317871E1
1.370158667E0,-3.489035034E1,6.196807861E0,-3.819372559E1
1.380166667E0,-3.510174561E1,6.240936279E0,-3.851544189E1
1.390173667E0,-3.537350464E1,6.336029053E0,-3.784155273E1
1.400180667E0,-3.539434814E1,6.378631592E0,-3.806970215E1
1.410188667E0,-3.554026794E1,6.398895264E0,-3.743328857E1
1.420195667E0,-3.551171875E1,6.377182007E0,-3.768096924E1
1.430202667E0,-3.534497070E1,6.382263184E0,-3.788305664E1
1.440210667E0,-3.557838440E1,6.404800415E0,-3.736016846E1
1.450217667E0,-3.563848877E1,6.616302490E0,-3.754437256E1
1.460224750E0,-3.551190186E1,6.642288208E0,-3.724725342E1
1.470232750E0,-3.570394897E1,6.654983521E0,-3.695178223E1
1.480239750E0,-3.565985107E1,6.760574341E0,-3.709796143E1
1.490246750E0,-3.556144714E1,6.860687256E0,-3.687921143E1
1.500254750E0,-3.562478638E1,6.889434814E0,-3.738409424E1
1.510261750E0,-3.561633301E1,7.001388550E0,-3.738305664E1
1.520268750E0,-3.549519348E1,6.956771851E0,-3.683306885E1
1.530276750E0,-3.527899170E1,6.935348511E0,-3.717083740E1
1.540283750E0,-3.514637756E1,6.939788818E0,-3.658288574E1
1.550290750E0,-3.523251343E1,7.008422852E0,-3.683422852E1
1.560298750E0,-3.530587769E1,6.965881348E0,-3.676110840E1
1.570305750E0,-3.528153992E1,6.860504150E0,-3.633270264E1
1.580312750E0,-3.507380676E1,6.835922241E0,-3.697082520E1
1.590320750E0,-3.512023926E1,6.744522095E0,-3.657019043E1
1.600327750E0,-3.522169495E1,6.626907349E0,-3.647857666E1
1.610334750E0,-3.514247131E1,6.522720337E0,-3.698822021E1
1.620342750E0,-3.515737915E1,6.391113281E0,-3.620458984E1
1.630349750E0,-3.512330627E1,6.411010742E0,-3.674261475E1
1.640356750E0,-3.500376892E1,6.420059204E0,-3.693170166E1
1.650364750E0,-3.511997986E1,6.121215820E0,-3.668994141E1
1.660371750E0,-3.523200989E1,6.041809082E0,-3.687200928E1
1.670378750E0,-3.525404358E1,5.940368652E0,-3.647985840E1
1.680386750E0,-3.534454346E1,5.835266113E0,-3.640991211E1
1.690393750E0,-3.524552917E1,5.781875610E0,-3.664196777E1
1.700400750E0,-3.518325806E1,5.588653564E0,-3.634259033E1
1.710408750E0,-3.514991760E1,5.499099731E0,-3.677044678E1
1.720415750E0,-3.503540039E1,5.271102905E0,-3.642871094E1
1.730422750E0,-3.481817627E1,5.145095825E0,-3.638507080E1
1.740429750E0,-3.466101074E1,5.224594116E0,-3.717651367E1
1.750437750E0,-3.466101074E1,5.224594116E0,-3.717651367E1
1.760444750E0,-3.448020935E1,5.036712646E0,-3.696136475E1
1.770451750E0,-3.439398193E1,5.156951904E0,-3.759478760E1
1.780459750E0,-3.404666138E1,5.145736694E0,-3.779815674E1
1.790466750E0,-3.367762756E1,5.343597412E0,-3.767321777E1
1.800473750E0,-3.355558777E1,5.423431396E0,-3.817749023E1
1.810481750E0,-3.335437012E1,5.518905640E0,-3.813372803E1
1.820488750E0,-3.325190735E1,5.769088745E0,-3.853613281E1
1.830495750E0,-3.299084473E1,5.778640747E0,-3.870294189E1
1.840503750E0,-3.295645142E1,5.870010376E0,-3.829046631E1
1.850510750E0,-3.282279968E1,6.107421875E0,-3.854687500E1
1.860517750E0,-3.270515442E1,5.906433105E0,-3.878283691E1
1.870525750E0,-3.264817810E1,5.769638062E0,-3.862255859E1
1.880532750E0,-3.257621765E1,5.836318970E0,-3.897613525E1
1.890539750E0,-3.249511719E1,5.613510132E0,-3.882476807E1
1.900547750E0,-3.270524597E1,5.454376221E0,-3.919934082E1
1.910554750E0,-3.276405334E1,5.277755737E0,-3.935668945E1
1.920561750E0,-3.272904968E1,5.174346924E0,-3.880346680E1
1.930569750E0,-3.285897827E1,5.173538208E0,-3.915484619E1
1.940576750E0,-3.292799377E1,5.137557983E0,-3.871466064E1
1.950583750E0,-3.285905457E1,5.137191772E0,-3.907836914E1
1.960591750E0,-3.297325134E1,5.145980835E0,-3.927612305E1
1.970598750E0,-3.308346558E1,5.111633301E0,-3.885601807E1
1.980605750E0,-3.318371582E1,5.256561279E0,-3.870294189E1
1.990613750E0,-3.321345520E1,5.315597534E0,-3.824688721E1
2.000620750E0,-3.326100159E1,5.366851807E0,-3.815795898E1
2.010627750E0,-3.351852417E1,5.478973389E0,-3.846289062E1
2.020635750E0,-3.358604431E1,5.527725220E0,-3.804046631E1
2.030642750E0,-3.375270081E1,5.784149170E0,-3.775708008E1
2.040649750E0,-3.389881897E1,5.833984375E0,-3.791540527E1
2.050657750E0,-3.417422485E1,5.975158691E0,-3.747888184E1
2.060664750E0,-3.408917236E1,6.184432983E0,-3.773370361E1
2.070671750E0,-3.398629761E1,6.353225708E0,-3.710705566E1
2.080679750E0,-3.421746826E1,6.618087769E0,-3.700842285E1
2.090686750E0,-3.434407043E1,6.642883301E0,-3.724230957E1
2.100693750E0,-3.421183777E1,6.799636841E0,-3.687524414E1
2.110700750E0,-3.407618713E1,6.894058228E0,-3.742736816E1
2.120708750E0,-3.422213745E1,6.862747192E0,-3.704943848E1
2.130715750E0,-3.430418396E1,6.946166992E0,-3.689642334E1
2.140722750E0,-3.430418396E1,6.946166992E0,-3.689642334E1
2.150730750E0,-3.421267700E1,6.974716187E0,-3.743237305E1
2.160737750E0,-3.424012756E1,7.060958862E0,-3.705596924E1
2.170744750E0,-3.434426880E1,7.179687500E0,-3.726501465E1
2.180752750E0,-3.439741516E1,7.269042969E0,-3.726831055E1
2.190759750E0,-3.430886841E1,7.179275513E0,-3.676782227E1
2.200766750E0,-3.420925903E1,7.268569946E0,-3.709527588E1
2.210774750E0,-3.425769043E1,7.206604004E0,-3.691503906E1
2.220781750E0,-3.419302368E1,7.259246826E0,-3.705432129E1
2.230788750E0,-3.405784607E1,7.369476318E0,-3.687847900E1
2.240796750E0,-3.404301453E1,7.339385986E0,-3.627178955E1
2.250803750E0,-3.399432373E1,7.336303711E0,-3.704821777E1
2.260810750E0,-3.396148682E1,7.297988892E0,-3.690527344E1
2.270818750E0,-3.381187439E1,7.346603394E0,-3.693145752E1
2.280825750E0,-3.371849060E1,7.452713013E0,-3.755883789E1
2.290832750E0,-3.352307129E1,7.479995728E0,-3.744018555E1
2.300840750E0,-3.328681946E1,7.491043091E0,-3.779333496E1
2.310847750E0,-3.319189453E1,7.390274048E0,-3.789843750E1
2.320854750E0,-3.289680481E1,7.263839722E0,-3.742858887E1
2.330861750E0,-3.272799683E1,7.277832031E0,-3.793029785E1
2.340869750E0,-3.266188049E1,7.227355957E0,-3.762084961E1
2.350876750E0,-3.251527405E1,7.274108887E0,-3.775714111E1
2.360883750E0,-3.246623230E1,7.310653687E0,-3.798468018E1
2.370891750E0,-3.259170532E1,7.276123047E0,-3.754699707E1
2.380898750E0,-3.245054626E1,7.266937256E0,-3.813372803E1
2.390905750E0,-3.249612427E1,7.148986816E0,-3.789233398E1
2.400913750E0,-3.239813232E1,7.115234375E0,-3.794396973E1
2.410920750E0,-3.240568542E1,7.078948975E0,-3.821508789E1
2.420927750E0,-3.229609680E1,6.919158936E0,-3.753436279E1
