"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.984923363E-3,4.290019156E1,1.304216353E2,5.229227531E1,NaN,NaN,3.745735288E1,3.000000000E1
4.215395451E-2,4.290019156E1,1.304216353E2,5.229281891E1,NaN,NaN,3.745735288E1,3.000288883E1
4.471769333E-1,4.290004602E1,1.304217153E2,5.102340227E1,NaN,NaN,3.400585757E1,3.000000000E1
6.730269909E0,4.290004178E1,1.304216736E2,5.122474728E1,NaN,NaN,2.384655492E1,3.000000000E1
1.272938800E1,4.290002552E1,1.304216704E2,5.135961077E1,NaN,NaN,2.606319100E1,3.000000000E1
1.616346490E1,4.290002603E1,1.304216709E2,5.136026690E1,NaN,NaN,3.006771166E1,3.000022574E1
1.616594791E1,4.290002603E1,1.304216709E2,5.136026690E1,NaN,NaN,3.006771372E1,3.000022574E1
1.872802401E1,4.290001813E1,1.304216226E2,5.127358782E1,NaN,NaN,2.141324757E1,3.000000000E1
2.372563398E1,4.290000138E1,1.304216738E2,5.127972487E1,NaN,NaN,3.475627613E1,3.000000000E1
2.973076999E1,4.290004461E1,1.304216929E2,5.183305354E1,NaN,NaN,3.239623075E1,3.000000000E1
3.569316089E1,4.290006427E1,1.304216944E2,5.186464791E1,NaN,NaN,3.167436639E1,3.000000000E1
4.169984889E1,4.290009018E1,1.304216057E2,5.208760933E1,NaN,NaN,3.483033161E1,3.000000000E1
4.171772099E1,4.290005012E1,1.304217019E2,5.209026821E1,NaN,NaN,3.483049625E1,3.000000000E1
4.772316694E1,4.290019156E1,1.304216353E2,5.192811512E1,NaN,NaN,3.745735288E1,3.000000000E1
5.372416294E1,4.290002693E1,1.304217258E2,5.187702785E1,NaN,NaN,3.483090777E1,3.000000000E1
5.972417498E1,4.290003822E1,1.304217290E2,5.202121894E1,NaN,NaN,3.482976693E1,3.000000000E1
6.572764397E1,4.289994317E1,1.304217830E2,5.169839811E1,NaN,NaN,3.654974600E1,3.000000000E1
7.173041499E1,4.290003811E1,1.304217736E2,5.165928689E1,NaN,NaN,3.482993174E1,3.000000000E1
7.772926795E1,4.290008887E1,1.304217502E2,5.162018518E1,NaN,NaN,3.482977414E1,3.000000000E1
8.389769399E1,4.290012159E1,1.304217508E2,5.161895367E1,NaN,NaN,3.483878873E1,3.000000000E1
8.972978294E1,4.290008272E1,1.304217580E2,5.166721497E1,NaN,NaN,3.481995857E1,3.000000000E1
9.573277795E1,4.290010389E1,1.304218172E2,5.164749798E1,NaN,NaN,3.483023780E1,3.000000000E1
1.017296170E2,4.289996921E1,1.304217119E2,5.179871285E1,NaN,NaN,3.482932869E1,3.000000000E1
1.077425729E2,4.289999382E1,1.304217326E2,5.197237999E1,NaN,NaN,3.573779018E1,3.000000000E1
1.137309049E2,4.289999183E1,1.304217000E2,5.199983480E1,NaN,NaN,3.708670210E1,3.000000000E1
1.199019300E2,4.289999917E1,1.304216471E2,5.201146936E1,NaN,NaN,3.223856273E1,3.000000000E1
1.257238549E2,4.290000901E1,1.304216299E2,5.196153262E1,NaN,NaN,3.044867273E1,3.000000000E1
1.317200840E2,4.289999538E1,1.304216548E2,5.193631253E1,NaN,NaN,2.366249156E1,3.000000000E1
1.377207010E2,4.289996977E1,1.304215882E2,5.197838097E1,NaN,NaN,3.113211535E1,3.000000000E1
1.437176399E2,4.289997369E1,1.304215117E2,5.158406355E1,NaN,NaN,2.890262377E1,3.000000000E1
1.480086910E2,4.290019156E1,1.304216353E2,5.342172911E1,NaN,NaN,3.745735288E1,3.001002268E1
1.480101789E2,4.290019156E1,1.304216353E2,5.342172911E1,NaN,NaN,3.745735288E1,3.001002268E1
1.497174820E2,4.290019156E1,1.304216353E2,5.157232230E1,NaN,NaN,3.745735288E1,3.000000000E1
