"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.843583335E-3,-1.409632117E-1,4.346059263E-2,1.057390496E-1
1.985158332E-2,-1.941270977E-1,4.829209298E-2,1.369494349E-1
2.985858332E-2,-1.863775700E-1,3.927415982E-2,1.510747373E-1
3.986658333E-2,-9.499172866E-2,-7.361038588E-4,9.068436176E-2
4.987458332E-2,7.026410196E-3,8.885353804E-3,-3.031807486E-3
5.988158332E-2,5.855964497E-2,4.707827792E-2,-8.423744142E-2
6.988958333E-2,7.059010863E-2,9.596528858E-2,-1.332132816E-1
7.989758332E-2,7.040502131E-2,1.375241727E-1,-1.373582184E-1
8.990458332E-2,6.370926648E-2,1.467223465E-1,-1.117427647E-1
9.991258333E-2,6.640225649E-2,1.445292383E-1,-6.047797203E-2
1.099205833E-1,8.935581148E-2,1.216360331E-1,5.082815886E-3
1.199275833E-1,1.284616739E-1,1.075612232E-1,6.782316417E-2
1.299355833E-1,1.801060736E-1,8.820500970E-2,1.066821590E-1
1.399435833E-1,2.247363925E-1,5.474372208E-2,1.237125397E-1
1.499505833E-1,2.400550991E-1,2.534293197E-2,1.375496835E-1
1.599585833E-1,2.265195847E-1,-1.205557212E-2,1.554400027E-1
1.699665833E-1,1.825562567E-1,-6.418172270E-2,1.641376466E-1
1.799735833E-1,1.226556376E-1,-1.213651150E-1,1.746435463E-1
1.899815833E-1,6.194150075E-2,-1.745622754E-1,1.872815490E-1
1.999895833E-1,1.708960906E-2,-2.116060555E-1,1.963986158E-1
2.099965833E-1,-3.051164094E-3,-2.047442198E-1,2.051014155E-1
2.200045833E-1,-1.042066328E-2,-1.545100808E-1,2.224066406E-1
2.300125833E-1,-2.267511003E-2,-6.238242611E-2,2.407777011E-1
2.400195833E-1,-5.123031884E-2,1.664341986E-2,2.443641722E-1
2.500275833E-1,-9.540206939E-2,5.644744635E-2,2.308460474E-1
2.600345833E-1,-1.540587246E-1,4.196570814E-2,2.019211799E-1
2.700425833E-1,-2.127316296E-1,-4.912051372E-4,1.716498286E-1
