"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.682991982E-3,4.290013309E1,1.304215141E2,5.142948503E1,NaN,NaN,2.897045776E1,3.000000000E1
2.807796001E-2,4.290019156E1,1.304216353E2,5.326725168E1,NaN,NaN,3.745735288E1,3.004976505E1
4.165109396E-1,4.290009328E1,1.304215861E2,5.099187829E1,NaN,NaN,3.496757346E1,3.000000000E1
6.695505977E0,4.290019156E1,1.304216353E2,5.132884115E1,NaN,NaN,3.745735288E1,3.000000000E1
9.772394896E0,4.290019156E1,1.304216353E2,5.132881636E1,NaN,NaN,3.745735288E1,3.000000000E1
1.280630398E1,4.290001264E1,1.304216219E2,5.128217155E1,NaN,NaN,2.897082241E1,3.000000000E1
1.868333590E1,4.290001621E1,1.304216130E2,5.114100927E1,NaN,NaN,2.894065761E1,3.000000000E1
2.368415391E1,4.290001351E1,1.304216787E2,5.153618203E1,NaN,NaN,3.334728694E1,3.000000000E1
2.968325698E1,4.289997879E1,1.304218039E2,5.199243202E1,NaN,NaN,3.554413726E1,3.000000000E1
3.568383491E1,4.290019156E1,1.304216353E2,5.187256116E1,NaN,NaN,3.745735288E1,3.000000000E1
4.168325090E1,4.290019156E1,1.304216353E2,5.197554353E1,NaN,NaN,3.745735288E1,3.000000000E1
4.768357289E1,4.289998364E1,1.304218555E2,5.193900701E1,NaN,NaN,3.483087315E1,3.000000000E1
5.394139397E1,4.290004290E1,1.304217477E2,5.197216328E1,NaN,NaN,3.484328969E1,3.000000000E1
5.970489800E1,4.290008490E1,1.304217536E2,5.164469738E1,NaN,NaN,3.481581675E1,3.000000000E1
6.529437697E1,4.290009680E1,1.304217737E2,5.160714958E1,NaN,NaN,2.789988738E1,3.000000000E1
6.571382594E1,4.290012973E1,1.304217734E2,5.167736519E1,NaN,NaN,2.796961108E1,3.000000000E1
7.171908593E1,4.290007549E1,1.304217514E2,5.163548117E1,NaN,NaN,3.482925586E1,3.000000000E1
7.771585798E1,4.290010304E1,1.304217333E2,5.163855364E1,NaN,NaN,2.791256054E1,3.000000000E1
8.371392989E1,4.290008999E1,1.304217677E2,5.165915579E1,NaN,NaN,2.989233808E1,3.000000000E1
8.972084594E1,4.290005448E1,1.304218185E2,5.175844116E1,NaN,NaN,3.482943869E1,3.000000000E1
9.588871193E1,4.290019156E1,1.304216353E2,5.198645121E1,NaN,NaN,3.745735288E1,3.000000000E1
1.018825419E2,4.290003806E1,1.304216558E2,5.171554050E1,NaN,NaN,3.022735375E1,3.000000000E1
1.077078450E2,4.289995317E1,1.304214696E2,5.153582096E1,NaN,NaN,2.888468401E1,3.000000000E1
1.137284100E2,4.290004872E1,1.304213925E2,5.177073535E1,NaN,NaN,2.864112610E1,3.000000000E1
1.196409320E2,4.290001491E1,1.304215768E2,5.144303419E1,NaN,NaN,2.889986969E1,3.000000000E1
1.232662089E2,4.290001560E1,1.304215773E2,5.139377865E1,NaN,NaN,2.874431145E1,3.000000000E1
1.257138389E2,4.289991354E1,1.304216039E2,5.157910989E1,NaN,NaN,3.614066945E1,3.000000000E1
1.265149709E2,4.290019156E1,1.304216353E2,5.138693410E1,NaN,NaN,3.745735288E1,3.000000000E1
1.297106839E2,4.289995314E1,1.304214699E2,5.137280821E1,NaN,NaN,2.867820623E1,3.000000000E1
1.332783308E2,4.290001733E1,1.304216445E2,5.162933584E1,0.000000000E0,NaN,1.400000000E1,8.018463898E1
1.342783164E2,4.290001447E1,1.304216452E2,5.134466819E1,0.000000000E0,NaN,1.400000000E1,7.895893860E1
1.352783015E2,4.290001357E1,1.304216396E2,5.131385258E1,0.000000000E0,NaN,1.400000000E1,6.152143860E1
1.362782869E2,4.290001212E1,1.304216383E2,5.131077102E1,0.000000000E0,NaN,1.400000000E1,5.980152130E1
1.372782723E2,4.290001265E1,1.304216343E2,5.131046286E1,0.000000000E0,NaN,1.460728704E1,7.980598450E1
1.382782582E2,4.290001705E1,1.304216240E2,5.131043204E1,0.000000000E0,NaN,1.541152506E1,8.004784393E1
1.392803408E2,4.290002416E1,1.304216135E2,5.131042896E1,1.242049098E0,NaN,1.616791281E1,8.218373108E1
1.402803491E2,4.290003120E1,1.304216019E2,5.131042865E1,NaN,NaN,1.726091871E1,8.417877960E1
1.412803342E2,4.290003576E1,1.304215865E2,5.131042862E1,NaN,NaN,1.895191387E1,8.497244263E1
1.532804180E2,4.290002825E1,1.304215951E2,5.131042862E1,NaN,NaN,1.898908027E1,9.159906387E0
1.542804164E2,4.290002779E1,1.304215950E2,5.131042862E1,NaN,NaN,1.926521193E1,3.392635345E1
1.552804126E2,4.290002919E1,1.304215911E2,5.131042862E1,0.000000000E0,NaN,2.000495352E1,4.464621735E1
1.562804077E2,4.290002919E1,1.304215911E2,5.131042866E1,0.000000000E0,NaN,2.000495352E1,4.464621735E1
1.572804039E2,4.290002956E1,1.304215894E2,5.131042866E1,0.000000000E0,NaN,2.105660274E1,8.404683685E1
1.582803978E2,4.290003048E1,1.304215848E2,5.131042866E1,0.000000000E0,NaN,2.231042209E1,9.946710205E1
1.592803917E2,4.290003048E1,1.304215848E2,5.131042866E1,0.000000000E0,NaN,2.363104322E1,8.734381866E1
1.602803853E2,4.290003048E1,1.304215848E2,5.131042866E1,0.000000000E0,NaN,2.498459202E1,8.753525543E1
1.612803782E2,4.290003048E1,1.304215848E2,5.131042866E1,0.000000000E0,NaN,2.636688368E1,1.075491943E2
1.622803717E2,4.290003280E1,1.304215667E2,5.131042866E1,0.000000000E0,NaN,2.766446387E1,8.956971741E1
1.632803637E2,4.290002607E1,1.304215637E2,5.131042866E1,0.000000000E0,NaN,2.737735551E1,7.919664001E1
1.642803545E2,4.290002210E1,1.304215587E2,5.131042866E1,0.000000000E0,NaN,2.740287317E1,6.657530975E1
1.652803458E2,4.290002210E1,1.304215587E2,5.131042866E1,0.000000000E0,NaN,2.738294569E1,5.509997177E1
1.662803377E2,4.290002210E1,1.304215587E2,5.131042866E1,0.000000000E0,NaN,2.728233502E1,5.200028229E1
1.672803283E2,4.290002210E1,1.304215587E2,5.131042866E1,0.000000000E0,NaN,2.719514659E1,5.561121368E1
1.682803187E2,4.290002210E1,1.304215587E2,5.131042866E1,0.000000000E0,NaN,2.711516242E1,5.660593414E1
1.692803087E2,4.290001687E1,1.304214971E2,5.131042866E1,0.000000000E0,NaN,2.701875119E1,5.586824799E1
1.702802978E2,4.290001412E1,1.304214938E2,5.131042866E1,0.000000000E0,NaN,2.693380592E1,5.566063309E1
1.712802879E2,4.290001517E1,1.304214823E2,5.131042866E1,0.000000000E0,NaN,2.687631358E1,5.853854752E1
1.722802767E2,4.290001857E1,1.304214493E2,5.131042877E1,1.185449243E0,2.835404008E2,2.684240160E1,5.960959244E1
1.732802675E2,4.290001934E1,1.304214423E2,5.131042866E1,0.000000000E0,NaN,2.668480514E1,5.057677460E1
1.742802557E2,4.290002364E1,1.304214196E2,5.131042866E1,0.000000000E0,NaN,2.660186660E1,5.432194138E1
1.752802459E2,4.290001532E1,1.304214053E2,5.131042866E1,0.000000000E0,NaN,2.601575070E1,5.620995331E1
1.762802348E2,4.289993602E1,1.304213689E2,5.073781279E1,3.118542083E-1,NaN,1.471083804E1,3.000000000E0
1.772802231E2,4.289989798E1,1.304213325E2,5.088916022E1,0.000000000E0,2.156361616E2,1.390513356E1,3.000000000E0
1.782802116E2,4.289991926E1,1.304212514E2,5.096300638E1,1.360359667E0,2.765643545E2,1.955277628E1,3.000000000E0
1.798351930E2,4.289994642E1,1.304210961E2,5.068101048E1,2.957622267E0,2.860201415E2,1.955277619E1,3.140779894E0
1.808351805E2,4.289993997E1,1.304210844E2,5.052154406E1,2.087007557E0,2.899031301E2,2.201815751E1,3.387904386E0
1.818351685E2,4.289993851E1,1.304210898E2,5.053834300E1,0.000000000E0,2.899031338E2,1.908148022E1,3.000000000E0
1.828351561E2,4.289995002E1,1.304210166E2,5.028025306E1,0.000000000E0,3.061469376E2,1.619278230E1,3.000000000E0
1.838351432E2,4.289994326E1,1.304209911E2,5.026533141E1,1.401991130E0,2.929891952E2,1.480174309E1,3.000000000E0
1.848351306E2,4.289994310E1,1.304209916E2,5.026760812E1,0.000000000E0,2.929891956E2,1.458569279E1,3.000000000E0
1.858351181E2,4.289994310E1,1.304209916E2,5.026760812E1,0.000000000E0,2.929891956E2,1.458569279E1,3.000000000E0
1.868351045E2,4.289994498E1,1.304210283E2,5.068168642E1,0.000000000E0,2.991740694E2,1.988651297E1,3.748556727E0
