"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.542333343E-3,-7.952205837E-2,1.049922183E-1,-2.137288824E-2
1.255033334E-2,-1.155972406E-1,9.480296820E-2,-2.754929289E-2
2.255833334E-2,-1.486984044E-1,9.244188666E-2,-3.660037369E-2
3.256633334E-2,-1.803926826E-1,9.103281051E-2,-4.874918237E-2
4.257433333E-2,-1.967312694E-1,7.177617401E-2,-6.001436710E-2
5.258233334E-2,-1.704964787E-1,1.461222209E-2,-4.793240130E-2
6.259133334E-2,-1.101551950E-1,-7.078631967E-2,-2.455726266E-2
7.259933333E-2,-2.494388632E-2,-1.751302928E-1,-7.557938807E-4
8.260733334E-2,5.960029736E-2,-2.518394887E-1,-2.182587609E-2
9.261533334E-2,1.717478782E-1,-2.395538241E-1,-2.400194481E-2
1.026233333E-1,2.707586884E-1,-2.159349620E-1,-2.747956850E-2
1.126313333E-1,3.281005323E-1,-1.432623565E-1,-2.236549929E-2
1.226403333E-1,3.232704401E-1,-5.534255877E-2,-6.800262257E-3
1.326483333E-1,2.645298839E-1,4.948079214E-2,1.379636815E-3
1.426563333E-1,1.525602192E-1,1.712258756E-1,-1.641719486E-3
1.526643333E-1,3.379249200E-2,2.942878306E-1,-7.370228413E-4
1.626723333E-1,-6.382093579E-2,3.992427289E-1,1.621793956E-2
1.726803333E-1,-1.267176121E-1,4.663464129E-1,3.364912421E-2
1.826893333E-1,-1.482031345E-1,4.702255726E-1,4.400674626E-2
1.926973333E-1,-1.210138574E-1,4.212439060E-1,3.595174849E-2
2.027053333E-1,-4.876689240E-2,3.578678370E-1,4.031003267E-2
2.127133333E-1,4.500008002E-2,2.700024247E-1,5.196695402E-2
2.227213333E-1,1.484268457E-1,1.916785687E-1,7.732966542E-2
2.327293333E-1,2.408095151E-1,1.147640795E-1,1.142093837E-1
2.427383333E-1,3.022362590E-1,4.822967947E-2,1.376840621E-1
2.527463333E-1,3.211244643E-1,-3.795969300E-3,1.414761394E-1
2.627543333E-1,3.055184484E-1,-3.448829427E-2,1.323544681E-1
2.727623333E-1,2.610386014E-1,-4.638303816E-2,1.296215206E-1
2.827703333E-1,1.960039139E-1,-5.925942212E-2,1.254478246E-1
2.927783333E-1,1.362060905E-1,-6.726808101E-2,1.170428842E-1
3.027873333E-1,9.364554286E-2,-3.819547221E-2,9.976162761E-2
3.127953333E-1,5.981354415E-2,3.458259255E-2,7.555668801E-2
3.228033333E-1,1.743219420E-2,1.033597216E-1,4.298259318E-2
3.328113333E-1,-3.347546235E-2,1.788859069E-1,1.498052292E-2
3.428193333E-1,-8.089156449E-2,2.478172034E-1,-1.728403149E-3
3.528273333E-1,-1.150572598E-1,3.030293286E-1,1.020522136E-2
3.628363333E-1,-1.350895911E-1,3.286171854E-1,3.132878244E-2
3.728443333E-1,-1.206126362E-1,3.349304795E-1,4.161763936E-2
3.828523333E-1,-8.406195790E-2,3.196211755E-1,3.818899766E-2
3.928603333E-1,-5.460873246E-2,2.721764147E-1,9.961623698E-3
4.028683333E-1,-3.653282672E-2,2.252763063E-1,-2.329261974E-2
4.128763333E-1,-3.800822049E-2,1.886932701E-1,-3.978370875E-2
4.228853333E-1,-5.067218840E-2,1.454910487E-1,-3.782222793E-2
4.328933333E-1,-7.582015544E-2,9.828092158E-2,-2.927960828E-2
4.429013333E-1,-9.747555107E-2,7.220043242E-2,-1.459679287E-2
4.529093333E-1,-1.164817289E-1,6.641924381E-2,2.140375320E-3
4.629173333E-1,-1.099077612E-1,9.020950645E-2,1.874164678E-2
4.729253333E-1,-8.598990738E-2,1.391783804E-1,2.930054627E-2
4.829343333E-1,-6.125554070E-2,1.935851276E-1,4.077751189E-2
4.929423333E-1,-5.498725921E-2,2.081491500E-1,5.610853061E-2
5.029503333E-1,-6.495992094E-2,1.781133413E-1,6.209648401E-2
5.129583333E-1,-8.577172458E-2,1.095321402E-1,5.696697161E-2
5.229663333E-1,-1.141044945E-1,9.476713836E-3,4.051493853E-2
5.329743333E-1,-1.515711695E-1,-1.053345576E-1,4.829378799E-3
5.429833333E-1,-1.941598803E-1,-1.994890124E-1,-2.545325458E-2
5.529913333E-1,-2.358375490E-1,-2.768178880E-1,-4.786854982E-2
5.629993333E-1,-2.640646398E-1,-3.154451251E-1,-5.004345253E-2
5.730073333E-1,-2.778555453E-1,-3.153407276E-1,-4.206302390E-2
5.830153333E-1,-2.927671075E-1,-2.887547016E-1,-3.397502750E-2
5.930233333E-1,-3.001637757E-1,-2.441437989E-1,-3.875060752E-2
6.030323333E-1,-3.150293827E-1,-1.860667020E-1,-6.674005091E-2
6.130403333E-1,-3.320911825E-1,-1.265671551E-1,-9.578847885E-2
6.230483333E-1,-3.583757877E-1,-7.098706812E-2,-1.128522083E-1
6.330563333E-1,-3.730290532E-1,-1.253867149E-2,-1.066417173E-1
6.430643333E-1,-3.597256839E-1,4.757404327E-2,-8.291468024E-2
6.530723333E-1,-3.240560889E-1,1.000321880E-1,-5.209818110E-2
6.630813333E-1,-2.798521519E-1,1.122337431E-1,-2.346450090E-2
6.730893333E-1,-2.318004519E-1,8.917636424E-2,3.849053755E-4
6.830973333E-1,-1.848326921E-1,4.090974852E-2,1.581136137E-2
6.931053333E-1,-1.410063803E-1,-1.108181290E-2,1.694906317E-2
7.031133333E-1,-1.023887321E-1,-5.812764168E-2,2.063666657E-2
7.131213333E-1,-7.570599020E-2,-9.314714372E-2,2.939314023E-2
7.231293333E-1,-7.732149214E-2,-1.584249884E-1,3.230360895E-2
7.331383333E-1,-1.015671790E-1,-2.510233819E-1,2.415832877E-2
7.431463333E-1,-1.132441536E-1,-3.166996837E-1,1.805452630E-2
7.531543333E-1,-1.220863834E-1,-3.768682182E-1,1.193911117E-2
7.631623333E-1,-1.535584480E-1,-4.328288138E-1,-1.095082145E-2
7.731703333E-1,-1.821717173E-1,-4.360240698E-1,-2.808267064E-2
7.831783333E-1,-1.729949713E-1,-3.591276407E-1,-2.690438926E-2
7.931873333E-1,-1.310110241E-1,-2.303219885E-1,-2.691557445E-2
8.031953333E-1,-7.643017918E-2,-7.645025849E-2,-3.951579705E-2
8.132033333E-1,-4.115261510E-2,6.032170355E-2,-4.612895846E-2
8.232113333E-1,-3.545749560E-2,1.388843656E-1,-5.027683452E-2
8.332193333E-1,-5.767065287E-2,1.776320189E-1,-6.763159484E-2
8.432273333E-1,-7.985516638E-2,2.059685141E-1,-9.516359866E-2
8.532363333E-1,-9.969944507E-2,2.042595595E-1,-1.282544434E-1
8.632443333E-1,-1.241679639E-1,1.863258928E-1,-1.598662585E-1
8.732523333E-1,-1.575032771E-1,1.462996453E-1,-2.058923393E-1
8.832603333E-1,-1.880455911E-1,1.092893034E-1,-2.611041069E-1
8.932683333E-1,-2.225098312E-1,7.497633994E-2,-3.112964332E-1
9.032763333E-1,-2.678069174E-1,7.335402071E-2,-3.671385944E-1
9.132843333E-1,-3.152495325E-1,1.017310694E-1,-4.075616598E-1
9.232935833E-1,-3.600764275E-1,1.603701413E-1,-4.360668659E-1
9.333015833E-1,-3.746042252E-1,2.296408117E-1,-4.494471252E-1
9.433095833E-1,-3.500669301E-1,2.646954656E-1,-4.513134658E-1
9.533175833E-1,-2.776068449E-1,2.435132265E-1,-4.370823205E-1
9.633255833E-1,-1.408579499E-1,1.951284558E-1,-4.248776138E-1
9.733335833E-1,3.213486448E-2,1.365303993E-1,-4.189355671E-1
9.833425833E-1,2.123093754E-1,7.386772335E-2,-4.140472710E-1
9.933505833E-1,3.654653728E-1,2.325780876E-2,-4.080631435E-1
1.003358583E0,4.677005708E-1,7.120430004E-3,-4.063439965E-1
1.013366583E0,4.942221940E-1,2.923022024E-3,-4.107371569E-1
1.023374583E0,4.575751722E-1,2.211489528E-2,-4.135113955E-1
1.033382583E0,3.818157017E-1,5.332953855E-2,-4.094349146E-1
1.043390583E0,2.888537645E-1,4.946585372E-2,-4.060865045E-1
