"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.930458326E-3,-1.060998440E-1,1.557756588E-2,2.152319402E-1
1.193845834E-2,-1.058923900E-1,1.710808463E-2,2.197393477E-1
2.194545834E-2,-1.353198141E-1,5.138588324E-2,2.553496659E-1
3.195245832E-2,-1.943346709E-1,1.112867668E-1,3.110246360E-1
4.196045833E-2,-2.634060383E-1,1.857557297E-1,3.709037304E-1
5.196745833E-2,-3.225630820E-1,2.428544462E-1,3.934644461E-1
6.197445834E-2,-3.818297088E-1,2.822691798E-1,3.845493495E-1
7.198245832E-2,-4.104733169E-1,2.559669912E-1,3.556902707E-1
8.198945833E-2,-3.503296375E-1,2.280293405E-1,2.610716522E-1
9.199645833E-2,-2.515623271E-1,1.226794869E-1,1.585476995E-1
1.020044583E-1,-1.606374830E-1,-7.893974893E-3,1.052437276E-1
1.120114583E-1,-1.023275703E-1,-1.158771664E-1,9.087677300E-2
1.220184583E-1,-5.596510693E-2,-1.793746352E-1,1.136440560E-1
1.320264583E-1,-1.321790926E-2,-1.908209026E-1,1.514476240E-1
1.420334583E-1,2.332668751E-2,-1.521396041E-1,1.844919771E-1
1.520404583E-1,6.176116318E-2,-7.304318249E-2,2.067245692E-1
1.620484583E-1,8.270546794E-2,1.466649026E-2,2.106679082E-1
1.720554583E-1,7.430852205E-2,8.115337044E-2,2.001191229E-1
1.820624583E-1,3.030964918E-2,1.016810164E-1,1.654218137E-1
1.920704583E-1,-3.721852973E-2,7.474341244E-2,1.347528547E-1
2.020774583E-1,-1.140242144E-1,2.923819423E-2,1.230047792E-1
2.120844583E-1,-1.826405674E-1,-1.410848089E-2,1.394561827E-1
2.220924583E-1,-2.157230526E-1,-2.010747790E-2,1.694672853E-1
2.320994583E-1,-2.071964145E-1,9.474648163E-3,1.982017308E-1
2.421064583E-1,-1.521486789E-1,8.164654672E-2,2.163306922E-1
2.521134583E-1,-6.352667511E-2,1.957092136E-1,2.289801687E-1
2.621214583E-1,2.223960869E-2,2.744282484E-1,2.491760701E-1
2.721284583E-1,7.529830188E-2,3.113796115E-1,2.610897422E-1
2.821354583E-1,1.075065657E-1,3.068093657E-1,2.689149082E-1
2.921434583E-1,1.041866690E-1,2.411589622E-1,2.649241686E-1
3.021504583E-1,7.465750724E-2,1.465505362E-1,2.533558309E-1
3.121579167E-1,3.150097653E-2,5.787259340E-2,2.378660887E-1
3.221659167E-1,-1.368445158E-2,-1.441336609E-2,2.211133540E-1
3.321729167E-1,-6.057872251E-2,-6.012811884E-2,2.006956935E-1
3.421799167E-1,-1.029601321E-1,-8.635845035E-2,1.849182993E-1
3.521879167E-1,-1.425874382E-1,-1.255953461E-1,1.633368433E-1
3.621949167E-1,-1.758046746E-1,-1.713981926E-1,1.374600828E-1
3.722019167E-1,-2.009433061E-1,-2.160636634E-1,1.116362140E-1
3.822099167E-1,-2.282632738E-1,-2.569708526E-1,7.419028133E-2
3.922169167E-1,-2.642130256E-1,-2.828538716E-1,2.522247657E-2
4.022239167E-1,-3.112147748E-1,-2.945339978E-1,-2.939975262E-2
4.122319167E-1,-3.702253699E-1,-2.888372242E-1,-7.770869136E-2
4.222389167E-1,-4.191272855E-1,-2.601597607E-1,-1.019802392E-1
4.322459167E-1,-4.418115616E-1,-2.135046273E-1,-1.006875411E-1
4.422529167E-1,-4.193492532E-1,-1.629826576E-1,-8.675848693E-2
4.522609167E-1,-3.595775366E-1,-1.268491596E-1,-6.685987860E-2
4.622679166E-1,-2.705650628E-1,-1.084409580E-1,-5.330033228E-2
4.722749167E-1,-1.620974541E-1,-1.086204574E-1,-5.723408610E-2
4.822829167E-1,-5.295633897E-2,-1.175135672E-1,-6.346792728E-2
4.922899167E-1,2.359409817E-2,-1.429025382E-1,-7.029520720E-2
5.022969167E-1,6.154975295E-2,-1.682290584E-1,-8.296120167E-2
5.123049167E-1,8.430779725E-2,-1.640050262E-1,-9.108730406E-2
5.223119167E-1,9.597443789E-2,-1.470394135E-1,-9.444133192E-2
5.323189167E-1,1.097544283E-1,-1.196605340E-1,-1.012715399E-1
5.423269166E-1,1.359869391E-1,-7.500525564E-2,-1.095943749E-1
5.523339167E-1,1.733401716E-1,-2.642813325E-2,-1.188858747E-1
5.623409167E-1,2.083008587E-1,-3.278013319E-4,-1.372067183E-1
5.723489167E-1,2.422939837E-1,8.306433447E-3,-1.588792503E-1
5.823559167E-1,2.656615078E-1,2.266095020E-2,-1.764788479E-1
5.923629167E-1,2.696466744E-1,9.735564701E-3,-1.965295225E-1
6.023699167E-1,2.544223368E-1,-3.975001350E-2,-2.232957482E-1
6.123779167E-1,2.327828258E-1,-8.684961498E-2,-2.523313761E-1
6.223849167E-1,1.982000470E-1,-1.372728497E-1,-2.734844983E-1
6.323919167E-1,1.659457088E-1,-1.990994662E-1,-2.999656200E-1
6.423999167E-1,1.654492766E-1,-2.340578586E-1,-3.406956792E-1
6.524069167E-1,2.090396434E-1,-2.403277457E-1,-3.810638785E-1
6.624139167E-1,2.484578937E-1,-2.043882310E-1,-4.130986333E-1
6.724219166E-1,2.608032525E-1,-1.319923401E-1,-4.314571023E-1
6.824289167E-1,2.001955509E-1,-9.459983557E-2,-4.393777847E-1
6.924359167E-1,6.399323046E-2,-1.043632552E-1,-4.595115483E-1
7.024439167E-1,-1.138343811E-1,-1.376196444E-1,-4.943499267E-1
7.124509167E-1,-2.832063735E-1,-1.464810520E-1,-5.411254168E-1
7.224579167E-1,-4.159016609E-1,-1.366121024E-1,-5.792054534E-1
7.324649167E-1,-4.921428859E-1,-1.202586815E-1,-5.874538422E-1
7.424729167E-1,-5.155337453E-1,-1.135941222E-1,-5.765088797E-1
7.524799167E-1,-5.065569878E-1,-1.667492241E-1,-5.588707328E-1
7.624869167E-1,-4.762291610E-1,-2.814401090E-1,-5.589703918E-1
7.724949167E-1,-4.351453781E-1,-4.342858493E-1,-5.683913231E-1
