"Time (s)","X (hPa)"
-5.556199167E-1,1.002612381E3
4.498840833E-1,1.002614059E3
1.455395083E0,1.002615738E3
2.460904083E0,1.002616806E3
3.466392083E0,1.002616806E3
3.817776083E0,1.002615204E3
4.890231083E0,1.002612762E3
5.962744083E0,1.002609863E3
7.035243083E0,1.002607651E3
8.107698083E0,1.002605515E3
9.180129083E0,1.002605515E3
1.025258608E1,1.002605591E3
1.132505808E1,1.002606735E3
1.239748508E1,1.002606888E3
1.346996508E1,1.002607498E3
1.454246308E1,1.002607803E3
1.561491808E1,1.002608337E3
1.668737008E1,1.002608414E3
1.775982608E1,1.002609177E3
1.883232008E1,1.002609558E3
1.990481508E1,1.002612000E3
2.097730608E1,1.002613602E3
2.204978708E1,1.002615662E3
2.312226208E1,1.002618179E3
2.419469308E1,1.002620621E3
2.526716208E1,1.002621918E3
2.633966608E1,1.002621918E3
2.741214808E1,1.002621918E3
2.848459508E1,1.002619324E3
2.955702008E1,1.002616425E3
3.062942908E1,1.002614365E3
3.170185108E1,1.002612076E3
3.277427208E1,1.002611694E3
3.384673608E1,1.002611694E3
3.491918308E1,1.002612457E3
3.599160808E1,1.002612686E3
3.706405008E1,1.002612839E3
3.813653708E1,1.002613144E3
3.920898708E1,1.002613297E3
4.028143308E1,1.002613602E3
4.135387608E1,1.002613907E3
4.242634608E1,1.002615433E3
4.349882108E1,1.002617798E3
4.457130908E1,1.002620468E3
4.564379408E1,1.002622528E3
4.671629208E1,1.002625198E3
4.778877808E1,1.002625198E3
4.886127608E1,1.002623062E3
4.993374808E1,1.002620850E3
5.100624108E1,1.002618866E3
5.207873508E1,1.002616196E3
5.315124908E1,1.002615128E3
5.422374608E1,1.002615128E3
5.529622808E1,1.002615967E3
5.636867508E1,1.002616806E3
5.744109308E1,1.002617264E3
5.851352508E1,1.002617798E3
5.958600308E1,1.002617874E3
6.065843108E1,1.002618332E3
6.173087908E1,1.002618408E3
6.280332008E1,1.002618942E3
6.387573808E1,1.002619705E3
6.494813308E1,1.002620239E3
6.602055708E1,1.002620621E3
6.709298308E1,1.002622147E3
6.816539208E1,1.002624207E3
6.923783908E1,1.002625885E3
7.031026608E1,1.002628250E3
7.138271708E1,1.002630844E3
7.245516508E1,1.002632446E3
7.352763408E1,1.002632446E3
7.460011108E1,1.002631683E3
7.567256508E1,1.002629471E3
7.674504508E1,1.002626343E3
7.781750908E1,1.002623749E3
7.888999808E1,1.002621307E3
7.996248208E1,1.002621307E3
8.103494208E1,1.002621689E3
8.210741008E1,1.002622299E3
8.317984308E1,1.002622681E3
8.425229708E1,1.002622833E3
8.532474908E1,1.002622910E3
8.639717408E1,1.002622986E3
8.746961408E1,1.002623520E3
8.854207508E1,1.002623672E3
8.961454908E1,1.002625656E3
9.068702008E1,1.002627029E3
9.175948308E1,1.002628708E3
9.283193108E1,1.002630005E3
9.390437808E1,1.002631531E3
9.497686008E1,1.002631760E3
9.604936108E1,1.002631760E3
9.712184108E1,1.002631760E3
9.819433508E1,1.002629242E3
9.926682808E1,1.002626953E3
1.003393221E2,1.002624283E3
1.014117051E2,1.002621613E3
1.024841351E2,1.002620163E3
1.035565871E2,1.002620163E3
1.046290381E2,1.002620163E3
1.057014781E2,1.002620621E3
1.067739231E2,1.002620850E3
1.078463541E2,1.002621002E3
1.089188231E2,1.002621155E3
1.099912631E2,1.002621307E3
1.110637151E2,1.002621307E3
1.121361501E2,1.002621307E3
1.132086751E2,1.002621460E3
1.142812341E2,1.002621689E3
1.153537671E2,1.002621765E3
1.164262791E2,1.002623291E3
1.174987771E2,1.002625427E3
1.185712951E2,1.002626877E3
1.196437851E2,1.002627640E3
1.207162641E2,1.002627640E3
1.217887761E2,1.002627029E3
1.228613171E2,1.002625656E3
1.239338641E2,1.002623978E3
1.250063881E2,1.002622452E3
1.260788861E2,1.002620926E3
1.271513791E2,1.002619934E3
1.282239051E2,1.002618103E3
1.292964091E2,1.002617264E3
1.303688781E2,1.002617035E3
1.314413981E2,1.002617035E3
1.325139351E2,1.002616806E3
1.335864111E2,1.002616730E3
1.346588751E2,1.002616577E3
1.357313781E2,1.002616577E3
1.368039391E2,1.002616577E3
1.378764811E2,1.002615967E3
1.389490161E2,1.002615967E3
