"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.157125034E-3,-7.428076118E-2,-4.381642863E-2,2.311248332E-2
1.816712500E-2,-1.240192875E-1,-7.768624276E-2,4.705669731E-2
2.817712503E-2,-1.725994051E-1,-1.085681319E-1,7.032345980E-2
3.818612505E-2,-1.873914003E-1,-1.737820208E-1,6.209882349E-2
4.819612502E-2,-1.994346827E-1,-2.042157054E-1,-3.900523297E-3
5.820612505E-2,-2.456104308E-1,-1.981673986E-1,-7.867303491E-2
6.821512501E-2,-3.083745241E-1,-2.184637338E-1,-9.968477488E-2
7.822512503E-2,-3.067239225E-1,-1.985643357E-1,-9.082417190E-2
8.823512500E-2,-2.366659045E-1,-1.846867800E-1,-4.397069290E-2
9.824512503E-2,-1.168249920E-1,-1.707384735E-1,2.821615152E-2
1.082541251E-1,3.335651755E-2,-1.601947546E-1,1.172626689E-1
1.182641250E-1,1.822392195E-1,-1.493335962E-1,2.040172815E-1
1.282741250E-1,3.130349219E-1,-1.379970461E-1,2.703399360E-1
1.382831250E-1,3.974691033E-1,-9.565945715E-2,3.250378072E-1
1.482931250E-1,4.227640629E-1,-5.269787088E-2,3.596051037E-1
1.583031250E-1,4.123567343E-1,-4.376409203E-2,3.550841212E-1
1.683121250E-1,3.875233233E-1,-6.069947034E-2,3.262721300E-1
1.783221251E-1,3.621937335E-1,-7.207117230E-2,2.740821540E-1
1.883321250E-1,3.250842988E-1,-3.923599049E-2,2.238625288E-1
1.983421250E-1,2.671104670E-1,-2.252941951E-3,2.030850798E-1
2.083511250E-1,1.954416633E-1,4.414381459E-2,2.034718096E-1
2.183611250E-1,1.228899583E-1,9.696068615E-2,2.045051157E-1
2.283711250E-1,6.312728673E-2,1.449729502E-1,1.924527138E-1
2.383801250E-1,2.248315886E-2,1.952790767E-1,1.684387773E-1
2.483901251E-1,9.968399536E-4,2.450488955E-1,1.395149231E-1
2.584001250E-1,-2.487843297E-2,2.634585202E-1,1.058909073E-1
2.684091250E-1,-8.804501593E-2,2.519283593E-1,7.117673010E-2
2.784191250E-1,-1.725092977E-1,2.183554918E-1,4.926610366E-2
2.884291250E-1,-2.540469468E-1,1.661065221E-1,3.600533679E-2
2.984391250E-1,-3.119446039E-1,9.308664501E-2,2.689146623E-2
3.084481250E-1,-3.347186446E-1,7.678006310E-3,1.886869222E-2
3.184581251E-1,-3.433567882E-1,-8.213756979E-2,3.162064590E-3
3.284681250E-1,-3.432924449E-1,-1.776816696E-1,-3.235024214E-2
3.384771250E-1,-3.488062620E-1,-2.355441749E-1,-7.869004458E-2
3.484871250E-1,-3.696637452E-1,-2.516165972E-1,-1.145552173E-1
3.584971250E-1,-4.258665740E-1,-2.421690375E-1,-1.468138248E-1
3.685061250E-1,-5.094842315E-1,-1.899566203E-1,-1.777386814E-1
3.785161250E-1,-5.989611149E-1,-1.243307441E-1,-1.924209446E-1
3.885261251E-1,-6.385416985E-1,-5.601322278E-2,-1.779683530E-1
3.985361250E-1,-6.130301952E-1,-6.430491805E-3,-1.399469227E-1
4.085451250E-1,-5.419009924E-1,1.893705875E-2,-9.415917099E-2
4.185551250E-1,-4.337068796E-1,1.904917881E-2,-4.242887348E-2
4.285651250E-1,-3.044222891E-1,-3.121548891E-2,8.860899135E-3
4.385741250E-1,-1.746611148E-1,-1.131172776E-1,4.723571986E-2
4.485841250E-1,-6.819476932E-2,-2.031210661E-1,6.220637634E-2
4.585941251E-1,4.360923544E-3,-2.777412236E-1,5.608510226E-2
4.686031250E-1,3.046921082E-2,-3.461059332E-1,5.046684295E-2
4.786131250E-1,2.805851772E-2,-3.894688487E-1,5.274810642E-2
4.886231250E-1,3.151973942E-4,-3.919336498E-1,6.423285604E-2
4.986321250E-1,-4.701822996E-2,-3.843063712E-1,6.351380050E-2
5.086421250E-1,-9.316999465E-2,-3.754619956E-1,4.220587388E-2
5.186521250E-1,-1.278899014E-1,-3.542784154E-1,1.134649850E-2
5.286611250E-1,-1.478453577E-1,-3.490528166E-1,-2.226382680E-2
5.386711250E-1,-1.427382082E-1,-3.565552235E-1,-4.275312647E-2
5.486811250E-1,-1.055138633E-1,-3.717213869E-1,-5.209418759E-2
5.586911250E-1,-4.047334567E-2,-3.859906197E-1,-6.154308096E-2
5.687001250E-1,3.768035769E-2,-4.076647758E-1,-8.166192472E-2
5.787101250E-1,1.072921976E-1,-4.503158331E-1,-9.406186640E-2
5.887201250E-1,1.628858894E-1,-5.119658113E-1,-1.201813370E-1
5.987291250E-1,2.135972679E-1,-5.664695501E-1,-1.609889567E-1
6.087391250E-1,2.676326931E-1,-6.114052534E-1,-2.071379125E-1
6.187491250E-1,3.132345080E-1,-6.268367171E-1,-2.430546284E-1
6.287581250E-1,3.481886685E-1,-5.883154869E-1,-2.597230077E-1
6.387681250E-1,3.756178916E-1,-4.924872816E-1,-2.463201135E-1
6.487781250E-1,3.821782172E-1,-3.664041758E-1,-2.202604115E-1
6.587871250E-1,3.613925278E-1,-2.200935483E-1,-1.955055296E-1
6.687971251E-1,3.177675605E-1,-1.143235192E-1,-1.791761369E-1
6.788071250E-1,2.734296620E-1,-5.326256156E-2,-1.895432919E-1
6.888161250E-1,2.546846271E-1,3.426087648E-2,-2.317356169E-1
6.988261250E-1,2.224316001E-1,1.248203367E-1,-2.894468307E-1
7.088361250E-1,1.734650880E-1,1.653116494E-1,-3.471117020E-1
7.188451251E-1,9.649494290E-2,1.708624810E-1,-3.892940581E-1
7.288551250E-1,2.610060852E-3,1.651407778E-1,-3.863531947E-1
7.388651251E-1,-7.722857594E-2,1.737313420E-1,-3.481222093E-1
7.488741250E-1,-1.145080775E-1,2.105895728E-1,-3.189663887E-1
7.588841250E-1,-1.207180396E-1,2.626546621E-1,-3.041253984E-1
7.688941250E-1,-1.107912958E-1,2.957834005E-1,-3.137882054E-1
7.789031250E-1,-1.121393889E-1,2.622981668E-1,-3.543164730E-1
7.889131251E-1,-1.444813907E-1,1.357586980E-1,-4.236486256E-1
7.989231250E-1,-1.947666705E-1,-4.857572913E-2,-5.047295690E-1
8.089321250E-1,-2.569464743E-1,-2.360033095E-1,-5.758109689E-1
8.189421250E-1,-3.037858903E-1,-3.630829751E-1,-6.374857426E-1
8.289521250E-1,-3.136972487E-1,-4.054692388E-1,-6.653619409E-1
8.389611250E-1,-2.947400808E-1,-3.489939868E-1,-6.624290347E-1
8.489711250E-1,-2.593898177E-1,-2.148600817E-1,-6.236277819E-1
8.589811250E-1,-2.310743183E-1,-4.882557690E-2,-5.686753392E-1
8.689901250E-1,-1.982187033E-1,1.278388798E-1,-5.140229464E-1
8.790001250E-1,-1.605197936E-1,2.880410552E-1,-4.617043138E-1
8.890101250E-1,-1.059202328E-1,4.154451191E-1,-4.028814435E-1
8.990185000E-1,-4.028449580E-2,4.813458323E-1,-3.450402617E-1
9.090285000E-1,4.760767892E-2,4.890644550E-1,-3.171238303E-1
9.190385001E-1,1.415728033E-1,4.496739209E-1,-2.965383828E-1
9.290475000E-1,2.209886163E-1,3.700731099E-1,-2.553780079E-1
9.390575000E-1,2.766867578E-1,2.640824914E-1,-1.967168450E-1
9.490675000E-1,3.195836842E-1,1.215575486E-1,-1.362806857E-1
9.590765000E-1,3.572567701E-1,-4.976893216E-2,-8.188614994E-2
9.690865000E-1,3.697842062E-1,-2.170394659E-1,-4.857070744E-2
9.790965000E-1,3.568548262E-1,-3.409382403E-1,-3.358349949E-2
9.891055000E-1,3.024272919E-1,-4.340560734E-1,-4.844079912E-2
9.991155000E-1,2.121722400E-1,-4.751214981E-1,-6.048307940E-2
1.009125500E0,1.206235588E-1,-4.337748587E-1,-7.036914676E-2
1.019134500E0,5.851970613E-2,-2.995289266E-1,-8.439680934E-2
1.029144500E0,1.669137925E-2,-8.502098173E-2,-8.351351321E-2
1.039154500E0,-2.620335668E-2,1.522773206E-1,-6.559922546E-2
1.049163500E0,-5.515247583E-2,3.719916046E-1,-2.856421657E-2
1.059173500E0,-5.587232858E-2,5.402171016E-1,1.350627188E-2
1.069183500E0,-4.520191625E-2,6.362215877E-1,6.542014331E-2
1.079192500E0,-2.273096330E-2,6.581487060E-1,1.017541885E-1
1.089202500E0,1.212480292E-2,6.039140821E-1,1.257047355E-1
1.099212500E0,6.842083484E-2,5.022069216E-1,1.428248733E-1
