"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.929967880E-3,4.290014802E1,1.304215678E2,5.148884015E1,NaN,NaN,2.499130777E1,3.000000000E1
3.659391403E-2,4.290011294E1,1.304216603E2,5.332654957E1,NaN,NaN,9.994584557E2,3.007953014E1
4.323599339E-1,4.290021263E1,1.304215502E2,5.144917095E1,NaN,NaN,3.797257985E1,3.000000000E1
9.171342969E0,4.290009052E1,1.304216249E2,5.160549254E1,NaN,NaN,2.989225681E1,3.000000000E1
1.471862090E1,4.290013350E1,1.304216445E2,5.169610433E1,NaN,NaN,3.011350177E1,3.000000000E1
2.089634097E1,4.290009003E1,1.304216228E2,5.168308826E1,NaN,NaN,2.950897177E1,3.000000000E1
2.672863495E1,4.290008743E1,1.304215228E2,5.159883324E1,NaN,NaN,2.054693289E1,3.000000000E1
3.273353398E1,4.290010086E1,1.304216007E2,5.227430980E1,NaN,NaN,3.186917584E1,3.000000000E1
3.889838600E1,4.290003844E1,1.304215799E2,5.201333749E1,NaN,NaN,2.908614757E1,3.000000000E1
4.472907400E1,4.290010489E1,1.304216033E2,5.230110376E1,NaN,NaN,2.763511894E1,3.000000000E1
5.088979495E1,4.290019371E1,1.304216939E2,5.223248411E1,NaN,NaN,3.345674390E1,3.000000000E1
5.672144794E1,4.290016236E1,1.304216587E2,5.209417619E1,NaN,NaN,2.353918577E1,3.000000000E1
6.272366190E1,4.289995669E1,1.304218040E2,5.199230556E1,NaN,NaN,3.778169733E1,3.000000000E1
6.872503793E1,4.290021537E1,1.304217246E2,5.197534992E1,NaN,NaN,3.876512588E1,3.000000000E1
7.472902989E1,4.290001803E1,1.304217949E2,5.189095749E1,NaN,NaN,3.778312511E1,3.000000000E1
8.072306800E1,4.290003270E1,1.304217795E2,5.196762142E1,NaN,NaN,3.778236794E1,3.000000000E1
8.672566700E1,4.289994788E1,1.304217556E2,5.194355757E1,NaN,NaN,3.778297891E1,3.000000000E1
9.273092091E1,4.290011263E1,1.304217105E2,5.195777830E1,NaN,NaN,3.778339597E1,3.000000000E1
9.872702599E1,4.289999792E1,1.304217794E2,5.173677215E1,NaN,NaN,3.778252511E1,3.000000000E1
1.047240089E2,4.290014570E1,1.304217559E2,5.159376037E1,NaN,NaN,3.679900649E1,3.000000000E1
1.107291750E2,4.290024712E1,1.304217609E2,5.159031465E1,NaN,NaN,3.679965520E1,3.000000000E1
1.166757040E2,4.290023141E1,1.304217140E2,5.163335700E1,NaN,NaN,3.777878198E1,3.000000000E1
1.227261820E2,4.290024919E1,1.304217188E2,5.168353575E1,NaN,NaN,3.680277217E1,3.000000000E1
1.287507130E2,4.290016861E1,1.304217379E2,5.177492468E1,NaN,NaN,3.680076572E1,3.000000000E1
1.348961689E2,4.290025049E1,1.304217552E2,5.169821754E1,NaN,NaN,3.680837352E1,3.000000000E1
1.407405219E2,4.290025102E1,1.304217708E2,5.171493819E1,NaN,NaN,3.678895161E1,3.000000000E1
1.467309940E2,4.290020175E1,1.304217649E2,5.173215806E1,NaN,NaN,3.679859456E1,3.000000000E1
1.527284570E2,4.290024654E1,1.304217698E2,5.163766332E1,NaN,NaN,3.679939779E1,3.000000000E1
1.587284529E2,4.290020597E1,1.304216989E2,5.161018456E1,NaN,NaN,3.778294967E1,3.000000000E1
1.647309309E2,4.290024771E1,1.304217554E2,5.166683511E1,NaN,NaN,3.679921302E1,3.000000000E1
1.707246339E2,4.290023275E1,1.304217768E2,5.168505138E1,NaN,NaN,3.679894592E1,3.000000000E1
1.768946480E2,4.290024436E1,1.304216864E2,5.167854662E1,NaN,NaN,3.681020182E1,3.000000000E1
1.827344010E2,4.290019443E1,1.304217470E2,5.171003111E1,NaN,NaN,3.678826110E1,3.000000000E1
1.887278780E2,4.290013935E1,1.304217154E2,5.195673954E1,NaN,NaN,3.778202453E1,3.000000000E1
1.947274139E2,4.290015221E1,1.304216848E2,5.177710607E1,NaN,NaN,3.778276597E1,3.000000000E1
2.007318009E2,4.290016811E1,1.304216592E2,5.178486105E1,NaN,NaN,3.081929179E1,3.000000000E1
2.067151259E2,4.290012135E1,1.304215399E2,5.217011498E1,NaN,NaN,2.312240018E1,3.000000000E1
2.127269150E2,4.290007009E1,1.304213638E2,5.216303803E1,NaN,NaN,1.971314208E1,3.000000000E1
2.128914069E2,4.290015012E1,1.304214656E2,5.155126046E1,NaN,NaN,1.972767414E1,3.000000000E1
2.130563550E2,4.290014987E1,1.304214658E2,5.155323647E1,NaN,NaN,1.974848026E1,3.000000007E1
2.130604689E2,4.290014987E1,1.304214658E2,5.155323647E1,NaN,NaN,1.974848622E1,3.000000007E1
2.151347480E2,4.290015092E1,1.304214666E2,5.155265091E1,NaN,NaN,2.335680217E1,3.000016902E1
2.151464800E2,4.290015092E1,1.304214666E2,5.155265091E1,NaN,NaN,2.335680217E1,3.000016902E1
2.155317420E2,4.290014999E1,1.304214655E2,5.154962014E1,NaN,NaN,2.347043722E1,3.000017010E1
2.187247540E2,4.290014171E1,1.304214669E2,5.153028988E1,NaN,NaN,2.050849533E1,3.000000000E1
