"Time (s)","X (hPa)"
-5.587090000E-1,1.005141296E3
4.474430000E-1,1.005141144E3
1.453548000E0,1.005140915E3
2.459665000E0,1.005140915E3
3.465805000E0,1.005141296E3
3.816418000E0,1.005141296E3
4.889655000E0,1.005141144E3
5.962871000E0,1.005141144E3
7.036085000E0,1.005141144E3
8.109252000E0,1.005141068E3
9.182423000E0,1.005140457E3
1.025563300E1,1.005140381E3
1.132881700E1,1.005140076E3
1.240201100E1,1.005140076E3
1.347523000E1,1.005140381E3
1.454841700E1,1.005141068E3
1.562162100E1,1.005141678E3
1.669484500E1,1.005142746E3
1.776804600E1,1.005143814E3
1.884126400E1,1.005144272E3
1.991448000E1,1.005145645E3
2.098768200E1,1.005147552E3
2.206087200E1,1.005148926E3
2.313403200E1,1.005151138E3
2.420719600E1,1.005153122E3
2.528039200E1,1.005154953E3
2.635357700E1,1.005155792E3
2.742673400E1,1.005156250E3
2.849992300E1,1.005156708E3
2.957309100E1,1.005157089E3
3.064626300E1,1.005158386E3
3.171940600E1,1.005159836E3
3.279258900E1,1.005161057E3
3.386580200E1,1.005161514E3
3.493901300E1,1.005161972E3
3.601221600E1,1.005161972E3
3.708543800E1,1.005161438E3
3.815862700E1,1.005161057E3
3.923181200E1,1.005160904E3
4.030500100E1,1.005160904E3
4.137819600E1,1.005161438E3
4.245142900E1,1.005161972E3
4.352468100E1,1.005163193E3
4.459791400E1,1.005164337E3
4.567114800E1,1.005165558E3
4.674437100E1,1.005166931E3
4.781757700E1,1.005167770E3
4.889080100E1,1.005168915E3
4.996399800E1,1.005169907E3
5.103712700E1,1.005170822E3
5.211025200E1,1.005171356E3
5.318337300E1,1.005172653E3
5.425649600E1,1.005174103E3
5.532960500E1,1.005176392E3
5.640266600E1,1.005178146E3
5.747574800E1,1.005179825E3
5.854885200E1,1.005181885E3
5.962191700E1,1.005183411E3
6.069502100E1,1.005184479E3
6.176812000E1,1.005185699E3
6.284123300E1,1.005186539E3
6.391435800E1,1.005187759E3
6.498746200E1,1.005188065E3
6.606058600E1,1.005188065E3
6.713374800E1,1.005187836E3
6.820689500E1,1.005187836E3
6.928000700E1,1.005187759E3
7.035315500E1,1.005187759E3
7.142627800E1,1.005188293E3
7.249936000E1,1.005189896E3
7.357244300E1,1.005190811E3
7.464556200E1,1.005191650E3
7.571867300E1,1.005193100E3
7.679180000E1,1.005194550E3
7.786491800E1,1.005195541E3
7.893799600E1,1.005196609E3
8.001110600E1,1.005197449E3
8.108422000E1,1.005198517E3
8.215729900E1,1.005199203E3
8.323035400E1,1.005200500E3
8.430344700E1,1.005201340E3
8.537647600E1,1.005202560E3
8.644961100E1,1.005203857E3
8.752276500E1,1.005205688E3
8.859588900E1,1.005207367E3
8.966896100E1,1.005208664E3
9.074202000E1,1.005210571E3
9.181515100E1,1.005212250E3
9.288826500E1,1.005213470E3
9.396138900E1,1.005214996E3
9.503454500E1,1.005215836E3
9.610763900E1,1.005217743E3
9.718078700E1,1.005218582E3
9.825389700E1,1.005219574E3
9.932703000E1,1.005219650E3
1.004001290E2,1.005219650E3
1.014732300E2,1.005219116E3
1.025463030E2,1.005218582E3
1.036194260E2,1.005218124E3
1.046925530E2,1.005218124E3
1.057656840E2,1.005218964E3
1.068387930E2,1.005219803E3
1.079119380E2,1.005221558E3
1.089851150E2,1.005222931E3
1.100582170E2,1.005224228E3
1.111313330E2,1.005225449E3
