"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.767957615295630E9,"2026-01-09 19:20:15.296 UTC+08:00"
"PAUSE",1.551358069999988E2,1.767957770429098E9,"2026-01-09 19:22:50.429 UTC+08:00"
