"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.573309422E-2,4.290019156E1,1.304216353E2,5.116916260E1,NaN,NaN,3.745735288E1,3.000264126E1
3.646100760E-1,4.290003859E1,1.304216073E2,5.090476296E1,NaN,NaN,2.495072498E1,3.000000000E1
1.188673019E0,4.290004016E1,1.304216145E2,5.090601037E1,NaN,NaN,2.517518632E1,3.000000243E1
1.193351030E0,4.290004016E1,1.304216145E2,5.090601037E1,NaN,NaN,2.517520204E1,3.000000243E1
6.376625061E0,4.290004266E1,1.304216044E2,5.103532304E1,NaN,NaN,3.135601518E1,3.000000000E1
6.698909998E0,4.290008012E1,1.304215932E2,5.112647429E1,NaN,NaN,2.178334537E1,3.000000000E1
1.270718610E1,4.290004332E1,1.304216283E2,5.134478899E1,NaN,NaN,2.283452014E1,3.000000000E1
1.872530401E1,4.290003927E1,1.304216487E2,5.142823788E1,NaN,NaN,2.174689816E1,3.000000000E1
2.406851602E1,4.290003918E1,1.304216479E2,5.142639538E1,NaN,NaN,2.991412520E1,3.000051962E1
2.407278109E1,4.290003918E1,1.304216479E2,5.142639538E1,NaN,NaN,2.991413448E1,3.000051962E1
2.470316505E1,4.290004374E1,1.304216370E2,5.149130452E1,NaN,NaN,2.317964412E1,3.000000000E1
2.796649110E1,4.290004383E1,1.304216378E2,5.149167645E1,NaN,NaN,2.755342908E1,3.000024167E1
2.797007310E1,4.290004383E1,1.304216378E2,5.149167645E1,NaN,NaN,2.755343317E1,3.000024167E1
3.070220208E1,4.290004885E1,1.304216773E2,5.198834231E1,NaN,NaN,2.539999160E1,3.000000000E1
3.670282209E1,4.290000166E1,1.304216924E2,5.201124839E1,NaN,NaN,2.536802373E1,3.000000000E1
4.270301402E1,4.289999419E1,1.304217094E2,5.208046156E1,NaN,NaN,2.696349777E1,3.000000000E1
4.870393610E1,4.289996613E1,1.304217172E2,5.202157898E1,NaN,NaN,2.236202522E1,3.000000000E1
5.470477307E1,4.289997786E1,1.304217505E2,5.170971924E1,NaN,NaN,2.572017085E1,3.000000000E1
6.070977008E1,4.289996477E1,1.304217606E2,5.171801101E1,NaN,NaN,2.408442065E1,3.000000000E1
6.671093404E1,4.289998654E1,1.304217642E2,5.166921101E1,NaN,NaN,2.319894573E1,3.000000000E1
7.271178508E1,4.290008112E1,1.304217420E2,5.166815870E1,NaN,NaN,2.097369540E1,3.000000000E1
7.870098710E1,4.290007088E1,1.304217559E2,5.162417834E1,NaN,NaN,2.658711443E1,3.000000000E1
8.470425808E1,4.290009683E1,1.304217447E2,5.165821202E1,NaN,NaN,2.164715466E1,3.000000000E1
9.070633101E1,4.290007087E1,1.304217578E2,5.165968159E1,NaN,NaN,2.375094616E1,3.000000000E1
9.670007801E1,4.290007737E1,1.304217513E2,5.164424377E1,NaN,NaN,1.978028000E1,3.000000000E1
1.027025321E2,4.290007666E1,1.304217294E2,5.165585909E1,NaN,NaN,1.900487726E1,3.000000000E1
1.086920531E2,4.290005273E1,1.304217285E2,5.168277299E1,NaN,NaN,1.698006376E1,3.000000000E1
1.147134480E2,4.290003074E1,1.304217376E2,5.186740715E1,NaN,NaN,2.184162491E1,3.000000000E1
1.207013930E2,4.290000620E1,1.304217386E2,5.207290144E1,NaN,NaN,2.733902923E1,3.000000000E1
1.267030700E2,4.290000171E1,1.304217585E2,5.206969491E1,NaN,NaN,2.441074791E1,3.000000000E1
1.327052361E2,4.290000675E1,1.304217388E2,5.202991451E1,NaN,NaN,2.227641105E1,3.000000000E1
1.386953371E2,4.290000899E1,1.304217407E2,5.191715474E1,NaN,NaN,2.446544417E1,3.000000000E1
1.446962980E2,4.289999869E1,1.304216278E2,5.180984401E1,NaN,NaN,2.415571852E1,3.000000000E1
1.462761960E2,4.289999870E1,1.304216278E2,5.181017398E1,NaN,NaN,2.568852578E1,3.000005778E1
1.462796221E2,4.289999870E1,1.304216278E2,5.181017398E1,NaN,NaN,2.568853119E1,3.000005778E1
1.462820750E2,4.289999870E1,1.304216278E2,5.181017398E1,NaN,NaN,2.568854115E1,3.000005778E1
1.462841231E2,4.289999870E1,1.304216278E2,5.181017398E1,NaN,NaN,2.568854115E1,3.000005778E1
1.462845271E2,4.289999870E1,1.304216278E2,5.181017398E1,NaN,NaN,2.568854200E1,3.000005778E1
1.462870301E2,4.289999870E1,1.304216278E2,5.181017398E1,NaN,NaN,2.568854509E1,3.000005778E1
1.462917980E2,4.289999870E1,1.304216278E2,5.181017398E1,NaN,NaN,2.568855898E1,3.000005778E1
