"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
1.887500286E-2,4.290046601E1,1.304206450E2,5.331628730E1,NaN,NaN,9.158581639E2,3.005953926E1
4.064500332E-2,4.290050891E1,1.304205326E2,5.331628730E1,NaN,NaN,9.300553916E2,3.006076542E1
4.623459578E-1,4.290014507E1,1.304216747E2,5.150554746E1,NaN,NaN,3.796834609E1,3.000000000E1
3.417757034E0,4.290011756E1,1.304217087E2,5.334312146E1,NaN,NaN,1.788911764E2,3.000789437E1
3.423432946E0,4.290011756E1,1.304217087E2,5.334312146E1,NaN,NaN,1.788914831E2,3.000789437E1
5.969920993E0,4.290009998E1,1.304217098E2,5.334312146E1,NaN,NaN,2.342901265E2,3.001311858E1
5.976917982E0,4.290009998E1,1.304217098E2,5.334312146E1,NaN,NaN,2.342905409E2,3.001311858E1
6.744928002E0,4.290019822E1,1.304214809E2,5.150172078E1,NaN,NaN,2.486421281E1,3.000000000E1
1.275297403E1,4.290017334E1,1.304215592E2,5.153753977E1,NaN,NaN,2.493748137E1,3.000000000E1
1.875841200E1,4.290009257E1,1.304214404E2,5.218464050E1,NaN,NaN,2.493758367E1,3.000000000E1
2.475709701E1,4.290013057E1,1.304215691E2,5.218628184E1,NaN,NaN,2.493746314E1,3.000000000E1
3.075881100E1,4.290019514E1,1.304216348E2,5.210232094E1,NaN,NaN,2.897202224E1,3.000000000E1
3.691779101E1,4.290014633E1,1.304216408E2,5.229720468E1,NaN,NaN,2.962997914E1,3.000000000E1
4.291959703E1,4.290030012E1,1.304215491E2,5.195216330E1,NaN,NaN,7.853717895E1,3.000000000E1
4.889716399E1,4.290011422E1,1.304216553E2,5.176245235E1,NaN,NaN,3.136783035E1,3.000000000E1
5.476063097E1,4.289990056E1,1.304217160E2,5.189235645E1,NaN,NaN,3.777233160E1,3.000000000E1
6.021446896E1,4.289990208E1,1.304217164E2,5.189228969E1,NaN,NaN,1.306307388E2,3.000104876E1
6.676031101E1,4.290180712E1,1.304215199E2,5.367641436E1,NaN,NaN,2.164548074E2,3.000683635E1
7.292145705E1,4.290030719E1,1.304217022E2,5.162953959E1,NaN,NaN,3.592214747E1,3.000000000E1
7.376035798E1,4.290030576E1,1.304217039E2,5.163097010E1,NaN,NaN,6.119578758E1,3.000027358E1
7.875114703E1,4.290014872E1,1.304217236E2,5.162243859E1,NaN,NaN,3.629339786E1,3.000000000E1
8.375972295E1,4.290021116E1,1.304217413E2,5.160239358E1,NaN,NaN,3.671621970E1,3.000000000E1
8.975118899E1,4.290011473E1,1.304217319E2,5.176604436E1,NaN,NaN,3.778205576E1,3.000000000E1
9.574722803E1,4.290028625E1,1.304217810E2,5.175531724E1,NaN,NaN,3.679914416E1,3.000000000E1
9.653281903E1,4.290028595E1,1.304217809E2,5.175529054E1,NaN,NaN,5.934361178E1,3.000022698E1
9.653462803E1,4.290028595E1,1.304217809E2,5.175529054E1,NaN,NaN,5.934368443E1,3.000022698E1
1.017544399E2,4.290025050E1,1.304217613E2,5.176536723E1,NaN,NaN,3.674431675E1,3.000000000E1
1.077509640E2,4.290030774E1,1.304217865E2,5.186489371E1,NaN,NaN,3.772316525E1,3.000000000E1
1.137724661E2,4.290020655E1,1.304217296E2,5.164437912E1,NaN,NaN,3.680093750E1,3.000000000E1
1.197523420E2,4.290023860E1,1.304218094E2,5.176940636E1,NaN,NaN,3.679800834E1,3.000000000E1
1.260000880E2,4.290016494E1,1.304216979E2,5.164733548E1,NaN,NaN,3.681461003E1,3.000000000E1
1.317419720E2,4.290000630E1,1.304217393E2,5.181008090E1,NaN,NaN,3.748033774E1,3.000000000E1
1.377653390E2,4.290002843E1,1.304216636E2,5.185672145E1,NaN,NaN,3.736221591E1,3.000000000E1
1.437489340E2,4.290012816E1,1.304216404E2,5.191362154E1,NaN,NaN,2.988316318E1,3.000000000E1
1.497711300E2,4.290009641E1,1.304215120E2,5.182819049E1,NaN,NaN,2.493810640E1,3.000000000E1
1.557473530E2,4.290024698E1,1.304214539E2,5.151865273E1,NaN,NaN,2.488822534E1,3.000000000E1
1.617532800E2,4.290022991E1,1.304214328E2,5.140407006E1,NaN,NaN,2.493759632E1,3.000000000E1
1.677483690E2,4.290019240E1,1.304214816E2,5.152996170E1,NaN,NaN,2.493737459E1,3.000000000E1
1.737302890E2,4.290014502E1,1.304213827E2,5.158509860E1,NaN,NaN,2.493703668E1,3.000000000E1
1.797252580E2,4.290018962E1,1.304213432E2,5.157868756E1,NaN,NaN,2.493737175E1,3.000000000E1
1.833145899E2,4.290015828E1,1.304215601E2,5.170465555E1,0.000000000E0,NaN,1.082211686E1,7.350509644E1
1.863145527E2,4.290015646E1,1.304215555E2,5.131082561E1,NaN,NaN,1.400000000E1,6.789799500E1
1.873145397E2,4.290015623E1,1.304215557E2,5.131046832E1,NaN,NaN,1.400000000E1,7.794334412E1
1.977250100E2,4.290012678E1,1.304215274E2,5.154628996E1,NaN,NaN,2.062990226E1,3.000000000E1
2.037170720E2,4.290010834E1,1.304215115E2,5.152170021E1,NaN,NaN,1.999209707E1,3.000000000E1
2.099054070E2,4.290016470E1,1.304214858E2,5.170783330E1,NaN,NaN,2.494096701E1,3.000000000E1
2.157515090E2,4.290017220E1,1.304215656E2,5.144869259E1,NaN,NaN,2.493430797E1,3.000000000E1
2.173417931E2,4.290016995E1,1.304215665E2,5.144869259E1,NaN,NaN,2.499972028E1,3.000000000E1
2.217608650E2,4.290012276E1,1.304214770E2,5.148935210E1,NaN,NaN,2.488692035E1,3.000000000E1
2.223141026E2,4.290015616E1,1.304215526E2,5.131042862E1,0.000000000E0,NaN,1.483685210E1,4.329405594E1
