"Time (s)","X (hPa)"
-5.282247084E-1,1.003870010E3
4.768402916E-1,1.003871460E3
1.481906292E0,1.003872986E3
2.487003292E0,1.003873138E3
3.492128292E0,1.003873749E3
3.844148292E0,1.003873978E3
4.916270292E0,1.003873749E3
5.988391292E0,1.003873367E3
7.060507292E0,1.003872757E3
8.132568292E0,1.003871841E3
9.204621292E0,1.003870773E3
1.027669829E1,1.003870392E3
1.134884029E1,1.003870163E3
1.242098429E1,1.003870163E3
1.349312329E1,1.003870621E3
1.456522129E1,1.003871231E3
1.563731829E1,1.003872299E3
1.670938729E1,1.003873749E3
1.778151929E1,1.003874435E3
1.885366229E1,1.003875198E3
1.992571729E1,1.003875809E3
2.099780429E1,1.003877182E3
2.206988429E1,1.003878250E3
2.314196729E1,1.003879471E3
2.421404529E1,1.003880768E3
2.528613829E1,1.003882828E3
2.635825529E1,1.003883514E3
2.743038329E1,1.003883514E3
2.850254129E1,1.003883057E3
2.957467429E1,1.003882828E3
3.064680829E1,1.003881989E3
3.171889129E1,1.003880310E3
3.279103729E1,1.003880310E3
3.386314129E1,1.003879700E3
3.493528529E1,1.003879700E3
3.600739029E1,1.003880234E3
3.707953629E1,1.003880768E3
3.815165929E1,1.003881607E3
3.922380729E1,1.003882446E3
4.029592129E1,1.003884277E3
4.136801529E1,1.003886032E3
4.244014229E1,1.003887711E3
4.351227329E1,1.003890381E3
4.458440029E1,1.003892288E3
4.565651429E1,1.003893127E3
4.672863129E1,1.003894348E3
4.780073529E1,1.003894806E3
4.887281429E1,1.003894806E3
4.994490329E1,1.003894577E3
5.101699729E1,1.003893509E3
5.208908829E1,1.003892746E3
5.316118029E1,1.003892059E3
5.423327329E1,1.003892059E3
5.530538229E1,1.003892517E3
5.637750029E1,1.003893738E3
5.744965929E1,1.003895035E3
5.852180029E1,1.003896484E3
5.959395929E1,1.003898544E3
6.066611929E1,1.003900299E3
6.173829529E1,1.003902206E3
6.281047329E1,1.003903656E3
6.388264929E1,1.003905182E3
6.495489229E1,1.003906021E3
6.602713629E1,1.003906631E3
6.709935729E1,1.003907471E3
6.817158929E1,1.003908691E3
6.924376529E1,1.003909073E3
7.031597029E1,1.003909073E3
7.138812829E1,1.003908081E3
7.246029629E1,1.003907394E3
7.353246829E1,1.003906860E3
7.460467529E1,1.003906784E3
7.567682729E1,1.003906784E3
