"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.147400000E-2,-1.106546223E-1,1.633315906E-2,-2.331719920E-2
2.148000000E-2,-1.220361739E-1,2.980715781E-2,-3.889589012E-2
3.148599999E-2,-1.356175542E-1,3.562435135E-2,-6.444784254E-2
4.149199999E-2,-1.723808944E-1,5.236870795E-2,-9.985323995E-2
5.149800000E-2,-1.913719028E-1,9.393756092E-2,-1.385428011E-1
6.150499999E-2,-1.769413054E-1,1.575554162E-1,-2.102614641E-1
7.151100000E-2,-1.640623361E-1,2.010039985E-1,-2.702669203E-1
8.151700000E-2,-1.382741481E-1,2.451690733E-1,-2.607541084E-1
9.152300000E-2,-1.016923040E-1,2.396875322E-1,-2.082246989E-1
1.015300000E-1,-7.236477733E-2,1.911378205E-1,-1.320700049E-1
1.115358750E-1,-4.370998591E-2,1.065181270E-1,-4.172904044E-2
1.215418750E-1,-1.947468705E-2,-4.177762195E-3,3.820919991E-2
1.315478750E-1,2.783010947E-3,-9.648324549E-2,9.869138151E-2
1.415538750E-1,3.480112925E-2,-1.363965720E-1,1.418143511E-1
1.515608750E-1,5.493599549E-2,-1.303476840E-1,1.607018262E-1
1.615668750E-1,4.334139451E-2,-6.481714547E-2,1.559933573E-1
1.715728750E-1,2.593185636E-4,1.170783304E-2,1.461637318E-1
1.815788750E-1,-3.624409810E-2,5.275486782E-2,1.574882865E-1
1.915858750E-1,-4.226204380E-2,6.383681297E-2,1.890688539E-1
2.015918750E-1,-1.309030876E-2,3.894930705E-2,2.244220376E-1
2.115978750E-1,3.104396537E-2,3.427507728E-2,2.440149635E-1
2.216038750E-1,6.913676113E-2,4.695731401E-2,2.441542447E-1
2.316098750E-1,8.558209985E-2,6.826815009E-2,2.257587165E-1
2.416168750E-1,8.503188938E-2,6.468912959E-2,2.063189596E-1
2.516228750E-1,5.186330155E-2,5.870782584E-2,1.832771897E-1
2.616288750E-1,-1.602413692E-2,4.611480236E-2,1.592714638E-1
2.716348750E-1,-8.130677044E-2,2.825666592E-2,1.180407926E-1
2.816408750E-1,-1.209063753E-1,2.064055949E-2,8.447484672E-2
2.916478750E-1,-1.329745501E-1,-6.387387402E-4,7.030613720E-2
3.016538750E-1,-1.218302995E-1,-2.688392624E-2,8.020403981E-2
3.116598750E-1,-9.091046453E-2,-5.884531885E-2,1.199429333E-1
3.216658750E-1,-5.683697015E-2,-9.936846048E-2,1.584008485E-1
3.316728750E-1,-3.032775782E-2,-1.280454844E-1,1.849243194E-1
3.416788750E-1,-4.613814503E-2,-1.508642435E-1,1.782885194E-1
3.516848750E-1,-1.206601411E-1,-1.597505957E-1,1.468388885E-1
3.616908750E-1,-2.461437583E-1,-2.039737105E-1,1.143571138E-1
3.716968750E-1,-3.664818704E-1,-2.161016762E-1,8.992274851E-2
3.817038750E-1,-4.502958059E-1,-1.735134721E-1,8.846785873E-2
3.917098750E-1,-4.687687159E-1,-9.636323899E-2,1.130903289E-1
4.017158750E-1,-4.232952297E-1,4.324765503E-2,1.703363061E-1
4.117218750E-1,-3.279122114E-1,2.200275362E-1,2.559445798E-1
4.217288750E-1,-2.131078690E-1,3.868279755E-1,3.305633962E-1
4.317348750E-1,-1.247886270E-1,5.063291192E-1,3.659795225E-1
4.417408750E-1,-7.651323825E-2,5.339130759E-1,3.581799269E-1
4.517468750E-1,-7.209398597E-2,4.859167933E-1,3.242623806E-1
4.617528750E-1,-1.083167046E-1,3.859324157E-1,2.892474234E-1
4.717598750E-1,-1.667012870E-1,2.368393093E-1,2.610817850E-1
4.817658750E-1,-2.309553772E-1,1.164785549E-1,2.507537901E-1
