"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.892583340E-3,-3.673603821E1,3.326782227E0,-4.222210693E1
1.490158334E-2,-3.667779541E1,3.321487427E0,-4.225445557E1
2.490958334E-2,-3.677119446E1,3.328140259E0,-4.171032715E1
3.491858333E-2,-3.669000244E1,3.412399292E0,-4.206188965E1
4.492758334E-2,-3.663165283E1,3.400146484E0,-4.168365479E1
5.493558334E-2,-3.660560608E1,3.479675293E0,-4.242163086E1
6.494458334E-2,-3.687475586E1,3.307342529E0,-4.260986328E1
7.495358333E-2,-3.691761780E1,3.111938477E0,-4.223187256E1
8.496158334E-2,-3.700192261E1,3.206115723E0,-4.247442627E1
9.497058333E-2,-3.700720215E1,3.294448853E0,-4.171112061E1
1.049795833E-1,-3.717517090E1,2.979995728E0,-4.151513672E1
1.149875833E-1,-3.719174194E1,3.124755859E0,-4.199633789E1
1.249965833E-1,-3.709304810E1,3.020217896E0,-4.155279541E1
1.350055833E-1,-3.712513733E1,3.044189453E0,-4.231469727E1
1.450135833E-1,-3.707568359E1,3.102432251E0,-4.215942383E1
1.550225833E-1,-3.708575439E1,3.113540649E0,-4.176995850E1
1.650305833E-1,-3.723162842E1,3.106872559E0,-4.250610352E1
1.750395833E-1,-3.727671814E1,2.974411011E0,-4.240905762E1
1.850485833E-1,-3.708279419E1,2.998001099E0,-4.263861084E1
1.950565833E-1,-3.705911255E1,3.093353271E0,-4.259210205E1
2.050655833E-1,-3.705682373E1,3.195495605E0,-4.242950439E1
2.150745833E-1,-3.699987793E1,3.220077515E0,-4.295440674E1
2.250825833E-1,-3.694956970E1,3.280364990E0,-4.232641602E1
2.350915833E-1,-3.701379395E1,3.450637817E0,-4.200616455E1
2.451005833E-1,-3.674018860E1,3.643295288E0,-4.264819336E1
2.551085833E-1,-3.669190979E1,3.707366943E0,-4.229113770E1
2.651175833E-1,-3.659651184E1,3.705444336E0,-4.321423340E1
2.751255833E-1,-3.650309753E1,3.829299927E0,-4.316107178E1
2.851345833E-1,-3.654779053E1,4.037506104E0,-4.282360840E1
2.951435833E-1,-3.660862732E1,4.099853516E0,-4.317181396E1
3.051515833E-1,-3.652087402E1,4.218200684E0,-4.275347900E1
3.151605833E-1,-3.643855286E1,4.386703491E0,-4.332482910E1
3.251695833E-1,-3.654032898E1,4.557617188E0,-4.309350586E1
3.351775833E-1,-3.660163879E1,4.577270508E0,-4.303161621E1
3.451865833E-1,-3.660163879E1,4.577270508E0,-4.303161621E1
3.551955833E-1,-3.633976746E1,4.674240112E0,-4.332763672E1
3.652035833E-1,-3.634527588E1,4.678131104E0,-4.328472900E1
3.752125833E-1,-3.620921326E1,4.771957397E0,-4.323931885E1
3.852205833E-1,-3.616912842E1,5.145935059E0,-4.367681885E1
3.952295833E-1,-3.624475098E1,5.315032959E0,-4.330004883E1
4.052385833E-1,-3.610391235E1,5.410018921E0,-4.376025391E1
4.152465833E-1,-3.592114258E1,5.620132446E0,-4.358496094E1
4.252555833E-1,-3.587925720E1,5.702301025E0,-4.340417480E1
4.352645833E-1,-3.587985229E1,6.009765625E0,-4.359509277E1
4.452725833E-1,-3.593421936E1,6.256668091E0,-4.276342773E1
4.552815833E-1,-3.601060486E1,6.324325562E0,-4.311071777E1
4.652905833E-1,-3.617242432E1,6.579437256E0,-4.301110840E1
4.752985833E-1,-3.621250916E1,6.584365845E0,-4.280712891E1
4.853075833E-1,-3.630139160E1,6.706497192E0,-4.328173828E1
4.953155833E-1,-3.624484253E1,6.820907593E0,-4.290350342E1
5.053245833E-1,-3.629858398E1,6.863693237E0,-4.261041260E1
5.153335833E-1,-3.601440430E1,7.012985229E0,-4.293884277E1
5.253415833E-1,-3.600509644E1,7.149856567E0,-4.267999268E1
5.353505833E-1,-3.582467651E1,7.215301514E0,-4.321997070E1
5.453595833E-1,-3.577273560E1,7.387054443E0,-4.321331787E1
5.553675833E-1,-3.576058960E1,7.426086426E0,-4.323883057E1
5.653765833E-1,-3.544593811E1,7.472351074E0,-4.367089844E1
5.753855833E-1,-3.541497803E1,7.441299438E0,-4.327380371E1
5.853935833E-1,-3.530244446E1,7.326431274E0,-4.361828613E1
5.954025833E-1,-3.514744568E1,7.447357178E0,-4.374664307E1
6.054105833E-1,-3.510780334E1,7.585769653E0,-4.295422363E1
6.154195833E-1,-3.490719604E1,7.693008423E0,-4.326898193E1
6.254285833E-1,-3.491410828E1,7.855239868E0,-4.292968750E1
6.354365833E-1,-3.481172180E1,7.824005127E0,-4.259124756E1
6.454455833E-1,-3.462901306E1,7.842300415E0,-4.305096436E1
6.554545833E-1,-3.445132446E1,7.663070679E0,-4.273223877E1
6.654625833E-1,-3.419789124E1,7.727478027E0,-4.316491699E1
6.754715833E-1,-3.419046021E1,7.604339600E0,-4.354901123E1
6.854795833E-1,-3.424530029E1,7.571792603E0,-4.321063232E1
6.954885833E-1,-3.412843323E1,7.524703979E0,-4.369567871E1
7.054975833E-1,-3.450732422E1,7.399353027E0,-4.310528564E1
7.155055833E-1,-3.448234558E1,7.413604736E0,-4.321978760E1
7.255145833E-1,-3.450375366E1,7.477554321E0,-4.309997559E1
7.355235833E-1,-3.487170410E1,7.600418091E0,-4.205065918E1
7.455315833E-1,-3.486607361E1,7.558410645E0,-4.193139648E1
7.555405833E-1,-3.493685913E1,7.760665894E0,-4.205145264E1
7.655485833E-1,-3.494718933E1,7.797378540E0,-4.198089600E1
7.755575833E-1,-3.500817871E1,7.750213623E0,-4.181188965E1
7.855665833E-1,-3.506455994E1,7.958190918E0,-4.188439941E1
7.955745833E-1,-3.505198669E1,7.947708130E0,-4.140643311E1
8.055835833E-1,-3.511271667E1,7.759521484E0,-4.205249023E1
8.155925833E-1,-3.521035767E1,7.689758301E0,-4.196582031E1
8.256005833E-1,-3.487805176E1,7.240493774E0,-4.175286865E1
8.356095833E-1,-3.475331116E1,7.094284058E0,-4.210980225E1
8.456175833E-1,-3.453094482E1,6.899734497E0,-4.159307861E1
8.556267083E-1,-3.435742188E1,6.839767456E0,-4.218121338E1
8.656357083E-1,-3.413081360E1,6.723724365E0,-4.237353516E1
8.756437083E-1,-3.400595093E1,6.569946289E0,-4.197973633E1
8.856527083E-1,-3.368832397E1,6.402694702E0,-4.268505859E1
8.956617083E-1,-3.348005676E1,6.343322754E0,-4.256872559E1
9.056697083E-1,-3.334819031E1,6.125213623E0,-4.253247070E1
9.156787083E-1,-3.313134766E1,6.050888062E0,-4.323577881E1
9.256867083E-1,-3.313922119E1,5.770339966E0,-4.264294434E1
9.356957083E-1,-3.313394165E1,5.688858032E0,-4.298925781E1
9.457047083E-1,-3.287641907E1,5.702682495E0,-4.257489014E1
9.557127083E-1,-3.297114563E1,5.412445068E0,-4.237677002E1
9.657217083E-1,-3.294132996E1,5.447021484E0,-4.244305420E1
9.757307083E-1,-3.288874817E1,5.222457886E0,-4.230303955E1
9.857387083E-1,-3.291439819E1,5.091369629E0,-4.255487061E1
9.957477083E-1,-3.289698792E1,4.787704468E0,-4.270397949E1
1.005755708E0,-3.285861206E1,4.647430420E0,-4.253149414E1
1.015764708E0,-3.286480713E1,4.612411499E0,-4.263494873E1
1.025773708E0,-3.287184143E1,4.232940674E0,-4.239489746E1
1.035781708E0,-3.263861084E1,4.082260132E0,-4.239367676E1
1.045790708E0,-3.246640015E1,3.972457886E0,-4.266082764E1
1.055799708E0,-3.241528320E1,3.794815063E0,-4.219085693E1
1.065807708E0,-3.236938477E1,3.675048828E0,-4.284124756E1
1.075816708E0,-3.241268921E1,3.460510254E0,-4.295080566E1
1.085824708E0,-3.240159607E1,3.204803467E0,-4.266033936E1
1.095833708E0,-3.268499756E1,2.844390869E0,-4.334045410E1
1.105842708E0,-3.270188904E1,2.753555298E0,-4.291528320E1
1.115850708E0,-3.261677551E1,2.622497559E0,-4.309112549E1
1.125859708E0,-3.237348938E1,2.556533813E0,-4.300970459E1
1.135867708E0,-3.233328247E1,2.314636230E0,-4.244708252E1
1.145876708E0,-3.223948669E1,2.224182129E0,-4.321411133E1
1.155885708E0,-3.200216675E1,2.049942017E0,-4.271252441E1
1.165893708E0,-3.200216675E1,2.049942017E0,-4.271252441E1
1.175902708E0,-3.194744873E1,1.992050171E0,-4.279455566E1
1.185911708E0,-3.184304810E1,1.981063843E0,-4.302307129E1
1.195919708E0,-3.180282593E1,1.889480591E0,-4.261968994E1
1.205928708E0,-3.177655029E1,1.850921631E0,-4.292480469E1
1.215936708E0,-3.171604919E1,1.796920776E0,-4.314245605E1
1.225945708E0,-3.158593750E1,1.790618896E0,-4.293750000E1
1.235954708E0,-3.163916016E1,1.718627930E0,-4.313177490E1
1.245962708E0,-3.173211670E1,1.706024170E0,-4.266357422E1
1.255971708E0,-3.169689941E1,1.676116943E0,-4.293054199E1
1.265979708E0,-3.179992676E1,1.704742432E0,-4.277038574E1
1.275988708E0,-3.170440674E1,1.520339966E0,-4.244189453E1
1.285997708E0,-3.182745361E1,1.444076538E0,-4.291876221E1
1.296005708E0,-3.167602539E1,1.300689697E0,-4.266748047E1
1.306014708E0,-3.165478516E1,1.162673950E0,-4.262139893E1
1.316023708E0,-3.150073242E1,9.985351562E-1,-4.326391602E1
1.326031708E0,-3.147166443E1,8.586730957E-1,-4.275988770E1
1.336040708E0,-3.154556274E1,8.016815186E-1,-4.346582031E1
1.346048708E0,-3.149851990E1,8.028564453E-1,-4.332684326E1
1.356057708E0,-3.123472595E1,7.136077881E-1,-4.305554199E1
1.366066708E0,-3.114160156E1,7.074432373E-1,-4.355603027E1
1.376074708E0,-3.102005005E1,6.800079346E-1,-4.319409180E1
1.386083708E0,-3.085711670E1,5.977935791E-1,-4.363769531E1
1.396091708E0,-3.084863281E1,5.571441650E-1,-4.408020020E1
1.406100708E0,-3.072753906E1,3.667144775E-1,-4.368548584E1
1.416109708E0,-3.063241577E1,1.587829590E-1,-4.398657227E1
1.426117708E0,-3.058407593E1,-3.346252441E-2,-4.394384766E1
1.436126708E0,-3.054968262E1,-2.729949951E-1,-4.394036865E1
1.446135708E0,-3.059152222E1,-1.994171143E-1,-4.405322266E1
1.456143708E0,-3.062817383E1,-3.451385498E-1,-4.353466797E1
