"Time (s)","X (hPa)"
-5.634627917E-1,1.005655365E3
4.425292083E-1,1.005657043E3
1.448526208E0,1.005658798E3
2.454588208E0,1.005660172E3
3.460637208E0,1.005660400E3
3.811457208E0,1.005660629E3
4.884507208E0,1.005660629E3
5.957603208E0,1.005659409E3
7.030685208E0,1.005656891E3
8.103801208E0,1.005653915E3
9.176937208E0,1.005651016E3
1.025008521E1,1.005648270E3
1.132322021E1,1.005646286E3
1.239634921E1,1.005646286E3
1.346942221E1,1.005646591E3
1.454253421E1,1.005647354E3
1.561563221E1,1.005647430E3
1.668868621E1,1.005647430E3
1.776173821E1,1.005647736E3
1.883477721E1,1.005649338E3
1.990783621E1,1.005650940E3
2.098086821E1,1.005652618E3
2.205389921E1,1.005654755E3
2.312692521E1,1.005657043E3
2.419993221E1,1.005657654E3
2.527295821E1,1.005657654E3
2.634597821E1,1.005657654E3
2.741899221E1,1.005657043E3
2.849201021E1,1.005654678E3
2.956503621E1,1.005652847E3
3.063808821E1,1.005651550E3
3.171108221E1,1.005650253E3
3.278409021E1,1.005650253E3
3.385704421E1,1.005650558E3
3.493003921E1,1.005650711E3
3.600307221E1,1.005651016E3
3.707615321E1,1.005651016E3
3.814922721E1,1.005651016E3
3.922232121E1,1.005651016E3
4.029540521E1,1.005652161E3
4.136852321E1,1.005654297E3
4.244162321E1,1.005656204E3
4.351474421E1,1.005658112E3
4.458783121E1,1.005659409E3
4.566090521E1,1.005659409E3
4.673400621E1,1.005658951E3
4.780710021E1,1.005656662E3
4.888022221E1,1.005654526E3
4.995326021E1,1.005653000E3
5.102630021E1,1.005651550E3
5.209935521E1,1.005649872E3
5.317246521E1,1.005649872E3
5.424558121E1,1.005650253E3
5.531870321E1,1.005650253E3
5.639180121E1,1.005650482E3
5.746489321E1,1.005650711E3
5.853800321E1,1.005650711E3
5.961106021E1,1.005650711E3
6.068414721E1,1.005650787E3
6.175721921E1,1.005651855E3
6.283029221E1,1.005653687E3
6.390339821E1,1.005656586E3
6.497645621E1,1.005658798E3
6.604949121E1,1.005661240E3
6.712250221E1,1.005662384E3
6.819553521E1,1.005662384E3
6.926858021E1,1.005660477E3
7.034163421E1,1.005658798E3
7.141469421E1,1.005656662E3
7.248777921E1,1.005655212E3
7.356086921E1,1.005654526E3
7.463399321E1,1.005654526E3
7.570712521E1,1.005654526E3
7.678021421E1,1.005653915E3
7.785328721E1,1.005653000E3
7.892636821E1,1.005652008E3
7.999948021E1,1.005650253E3
8.107251821E1,1.005648193E3
8.214559521E1,1.005648193E3
8.321866121E1,1.005648575E3
8.429172121E1,1.005648651E3
8.536477321E1,1.005649033E3
8.643783421E1,1.005649261E3
8.751091021E1,1.005649261E3
8.858402321E1,1.005649261E3
8.965711021E1,1.005649261E3
9.073019221E1,1.005649338E3
9.180325921E1,1.005649872E3
9.287633721E1,1.005650711E3
9.394942221E1,1.005652390E3
9.502249021E1,1.005652466E3
9.609554421E1,1.005652390E3
9.716864821E1,1.005652008E3
9.824171621E1,1.005650940E3
9.931475921E1,1.005649719E3
1.003878242E2,1.005649719E3
1.014609172E2,1.005649948E3
1.025340052E2,1.005650482E3
1.036070852E2,1.005650940E3
1.046801432E2,1.005651169E3
1.057532172E2,1.005651779E3
1.068262582E2,1.005651855E3
1.078993432E2,1.005653229E3
1.089724242E2,1.005654297E3
1.100455332E2,1.005655212E3
1.111185792E2,1.005657120E3
1.121916102E2,1.005659103E3
1.132646572E2,1.005660248E3
1.143377562E2,1.005661240E3
1.154108692E2,1.005661621E3
1.164839232E2,1.005661697E3
1.175569522E2,1.005661697E3
1.186299862E2,1.005662155E3
1.197030622E2,1.005662384E3
1.207761102E2,1.005662994E3
1.218491202E2,1.005662994E3
1.229221542E2,1.005663376E3
1.239951772E2,1.005663605E3
1.250682022E2,1.005663834E3
1.261412492E2,1.005663834E3
1.272143162E2,1.005663834E3
1.282873632E2,1.005663147E3
1.293603912E2,1.005662918E3
1.304333992E2,1.005662384E3
1.315063902E2,1.005661697E3
1.325794122E2,1.005661087E3
1.336524792E2,1.005659943E3
1.347255432E2,1.005659256E3
1.357986212E2,1.005659256E3
1.368716782E2,1.005658340E3
1.379447412E2,1.005656052E3
1.390177992E2,1.005654984E3
1.400908782E2,1.005654144E3
1.411639582E2,1.005652008E3
1.422369982E2,1.005651627E3
1.433100592E2,1.005651627E3
1.443831802E2,1.005652008E3
1.454562912E2,1.005652618E3
1.465294442E2,1.005652847E3
1.476025342E2,1.005653458E3
1.486757012E2,1.005653839E3
1.497488572E2,1.005654678E3
1.508219862E2,1.005655594E3
1.518950552E2,1.005657501E3
1.529681012E2,1.005658340E3
1.540411042E2,1.005658340E3
1.551141642E2,1.005657959E3
1.561872192E2,1.005657425E3
1.572602992E2,1.005655365E3
1.583333792E2,1.005653839E3
1.594064732E2,1.005653839E3
1.604796082E2,1.005654068E3
1.615527042E2,1.005654526E3
1.626257872E2,1.005655365E3
1.636988692E2,1.005656052E3
1.647719742E2,1.005657883E3
1.658450732E2,1.005659943E3
1.669182132E2,1.005661926E3
