"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.104333333E-3,3.772535175E-2,-9.289361537E-2,1.235894561E-1
1.411233335E-2,-7.787271868E-3,-4.480198771E-2,1.126435995E-1
2.412133334E-2,-4.638153687E-2,2.421338670E-2,8.656094968E-2
3.412933333E-2,-7.440970838E-2,1.195950359E-1,7.214366645E-2
4.413691667E-2,-9.986115247E-2,2.300024778E-1,7.046015561E-2
5.414491668E-2,-1.476499885E-1,3.243393600E-1,6.262380630E-2
6.415391667E-2,-2.112447321E-1,4.001195133E-1,4.398711398E-2
7.416191667E-2,-2.845785916E-1,4.150534570E-1,2.114012092E-2
8.416991668E-2,-3.351328671E-1,3.592034876E-1,1.152717508E-2
9.417891667E-2,-3.036369681E-1,3.228212595E-1,2.393937111E-2
1.041869167E-1,-2.051401138E-1,2.159747481E-1,1.588912681E-2
1.141949167E-1,-3.067617305E-2,5.817367509E-2,1.497725956E-2
1.242039167E-1,1.784850955E-1,-1.109232903E-1,2.980837598E-2
1.342119167E-1,3.715893030E-1,-2.529832423E-1,6.428140402E-2
1.442199167E-1,5.128949881E-1,-3.339613378E-1,9.597411007E-2
1.542279167E-1,5.903072357E-1,-3.471759558E-1,1.147461981E-1
1.642369167E-1,6.137675643E-1,-3.146751225E-1,1.199072152E-1
1.742449167E-1,5.787674785E-1,-2.528910935E-1,1.146474704E-1
1.842529167E-1,4.903450012E-1,-1.689001173E-1,9.953197837E-2
1.942619167E-1,3.665447533E-1,-7.001215219E-2,8.489844203E-2
2.042699167E-1,2.381244749E-1,3.010372445E-2,7.388672233E-2
2.142779167E-1,1.248825938E-1,1.355300099E-1,5.867793411E-2
2.242859167E-1,3.852260485E-2,2.343409806E-1,4.315909743E-2
2.342949167E-1,-1.929089241E-2,3.093526363E-1,2.729864046E-2
2.443029167E-1,-6.597524136E-2,3.623640537E-1,1.179040875E-2
2.543109167E-1,-1.000722200E-1,3.783411384E-1,-4.709738772E-3
2.643199167E-1,-1.076637059E-1,3.468879461E-1,-4.034400918E-3
2.743279167E-1,-9.258728474E-2,2.945054173E-1,1.815764699E-3
2.843359167E-1,-6.239311397E-2,2.337065488E-1,1.593254134E-2
2.943449167E-1,-2.453574724E-2,1.657503992E-1,3.809616715E-2
3.043529167E-1,1.682441682E-2,1.032738164E-1,5.865783617E-2
3.143609167E-1,5.695053190E-2,5.976681784E-2,8.657814562E-2
3.243689167E-1,8.436773717E-2,3.129559383E-2,1.084935814E-1
3.343779167E-1,9.621134400E-2,2.625982091E-2,1.281221509E-1
3.443859167E-1,9.412187338E-2,3.936785832E-2,1.338722408E-1
3.543939167E-1,7.795035839E-2,5.579397082E-2,1.406393349E-1
3.644029167E-1,4.511930421E-2,6.119293720E-2,1.416517496E-1
3.744109167E-1,1.141593512E-2,5.626369268E-2,1.280267537E-1
3.844189167E-1,-2.361751534E-2,4.668849707E-2,1.126930118E-1
3.944269167E-1,-5.460365862E-2,3.172845766E-2,9.990291297E-2
4.044359167E-1,-6.305634230E-2,2.394287288E-2,9.959463030E-2
4.144439167E-1,-5.299092457E-2,1.984799467E-2,1.101167798E-1
4.244519167E-1,-3.081960790E-2,2.878003754E-2,1.210837737E-1
4.344609167E-1,-1.285019424E-2,2.125820518E-2,1.265826672E-1
4.444689167E-1,8.847171441E-3,2.052918635E-2,1.281691790E-1
4.544769167E-1,3.301935643E-2,4.723057151E-2,1.332478225E-1
4.644859167E-1,5.458460748E-2,9.005961567E-2,1.506504118E-1
4.744939167E-1,6.517732888E-2,1.331690103E-1,1.663604081E-1
4.845019167E-1,6.266175956E-2,1.606251597E-1,1.725308597E-1
4.945099167E-1,4.626600817E-2,1.862705946E-1,1.670196950E-1
5.045189167E-1,3.065230697E-2,2.021509558E-1,1.514841914E-1
5.145269167E-1,2.367961966E-2,2.240898162E-1,1.379050016E-1
5.245349167E-1,1.987570152E-2,2.311571836E-1,1.373733878E-1
5.345439167E-1,1.949273795E-2,2.107523084E-1,1.429940015E-1
5.445519167E-1,2.348615415E-2,1.612785757E-1,1.636828482E-1
5.545599167E-1,3.066284023E-2,9.057269990E-2,1.913736016E-1
5.645679167E-1,3.386840969E-2,-2.328371163E-3,2.126352191E-1
5.745769167E-1,2.574124001E-2,-9.986797720E-2,2.275374830E-1
5.845849167E-1,-1.627217280E-4,-1.895855218E-1,2.271826416E-1
5.945929167E-1,-4.185184464E-2,-2.918791175E-1,2.123200744E-1
6.046019167E-1,-9.148255736E-2,-4.184404910E-1,1.774288416E-1
6.146099167E-1,-1.463450193E-1,-5.519221425E-1,1.097081304E-1
6.246179167E-1,-2.051928937E-1,-6.449618340E-1,3.398292139E-2
6.346269167E-1,-2.519779801E-1,-6.709287167E-1,-3.889714554E-2
6.446349167E-1,-2.741945982E-1,-5.852220058E-1,-9.921605885E-2
