"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.834911346E-3,4.290016101E1,1.304215842E2,5.160327253E1,NaN,NaN,2.499200459E1,3.000000000E1
4.040193558E-2,4.290010140E1,1.304217051E2,5.344096860E1,NaN,NaN,1.196870732E3,3.012056313E1
4.237959385E-1,4.290017349E1,1.304216301E2,5.147258886E1,NaN,NaN,3.798086915E1,3.000000000E1
6.743884921E0,4.290020642E1,1.304215582E2,5.162648817E1,NaN,NaN,2.494387580E1,3.000000000E1
1.274492002E1,4.290016677E1,1.304214830E2,5.164330009E1,NaN,NaN,2.493742153E1,3.000000000E1
1.330019748E1,4.290018769E1,1.304215723E2,5.293749488E1,0.000000000E0,NaN,2.137052861E1,2.911456299E1
1.430018890E1,4.290017483E1,1.304215049E2,5.094684281E1,NaN,NaN,1.400000000E1,3.598223114E1
2.474708390E1,4.290006917E1,1.304216453E2,5.224058870E1,NaN,NaN,3.186975368E1,3.000000000E1
3.083364701E1,4.290009162E1,1.304216996E2,5.203835958E1,NaN,NaN,3.554451309E1,3.000000000E1
3.670995593E1,4.290002259E1,1.304217046E2,5.196436685E1,NaN,NaN,3.777348023E1,3.000000000E1
4.432890296E1,4.290028981E1,1.304216846E2,5.148304034E1,NaN,NaN,5.453883127E1,3.000000000E1
5.070504093E1,4.290026322E1,1.304217477E2,5.158615620E1,NaN,NaN,3.780890492E1,3.000000000E1
5.111486995E1,4.290027139E1,1.304217411E2,5.159529279E1,NaN,NaN,3.791077168E1,3.000000000E1
5.670422196E1,4.290019895E1,1.304218054E2,5.163425464E1,NaN,NaN,3.676825338E1,3.000000000E1
6.273061800E1,4.290023020E1,1.304217731E2,5.179368421E1,NaN,NaN,3.778440485E1,3.000000000E1
6.872963393E1,4.290029080E1,1.304217594E2,5.175463789E1,NaN,NaN,3.679932681E1,3.000000000E1
7.475642002E1,4.290037127E1,1.304218016E2,5.177591114E1,NaN,NaN,3.680123103E1,3.000000000E1
8.074669790E1,4.290025857E1,1.304217643E2,5.163424445E1,NaN,NaN,3.679860145E1,3.000000000E1
8.674604893E1,4.290023183E1,1.304217707E2,5.160968056E1,NaN,NaN,3.778266421E1,3.000000000E1
9.274313998E1,4.290019810E1,1.304217356E2,5.165961104E1,NaN,NaN,3.679901119E1,3.000000000E1
9.988878191E1,4.290005443E1,1.304216949E2,5.176710140E1,NaN,NaN,3.656799854E1,3.000000000E1
1.058786390E2,4.290015505E1,1.304216079E2,5.199012168E1,NaN,NaN,2.681351136E1,3.000000000E1
1.100688460E2,4.290022080E1,1.304216700E2,5.382779296E1,NaN,NaN,2.460663236E2,3.000974157E1
1.100711280E2,4.290022080E1,1.304216700E2,5.382779296E1,NaN,NaN,2.460663236E2,3.000974157E1
1.117322160E2,4.290020700E1,1.304214917E2,5.160219293E1,NaN,NaN,2.488975970E1,3.000000000E1
1.176201040E2,4.290020643E1,1.304214818E2,5.156230908E1,NaN,NaN,2.493517543E1,3.000000000E1
1.227432369E2,4.290018126E1,1.304214835E2,5.176488038E1,NaN,NaN,2.491494082E1,3.000000000E1
1.250838640E2,4.290018548E1,1.304214716E2,5.176318093E1,NaN,NaN,1.405414045E2,3.000478120E1
1.250952359E2,4.290018548E1,1.304214716E2,5.176318093E1,NaN,NaN,1.405430141E2,3.000478120E1
1.267598989E2,4.290017280E1,1.304214989E2,5.360269852E1,NaN,NaN,1.725653212E2,3.000582987E1
1.267756749E2,4.290017280E1,1.304214989E2,5.360269852E1,NaN,NaN,1.725653356E2,3.000582987E1
1.270362960E2,4.290019200E1,1.304214532E2,5.360269852E1,NaN,NaN,1.727685975E2,3.000583840E1
1.270425450E2,4.290019200E1,1.304214532E2,5.360269852E1,NaN,NaN,1.727689280E2,3.000583840E1
1.287398510E2,4.290024287E1,1.304214546E2,5.157656788E1,NaN,NaN,2.480754184E1,3.000000000E1
1.347423660E2,4.290015967E1,1.304215100E2,5.171741524E1,NaN,NaN,2.155014090E1,3.000000000E1
1.397820569E2,4.290015903E1,1.304215105E2,5.171925774E1,NaN,NaN,3.164186761E1,3.000957238E1
1.397921729E2,4.290015903E1,1.304215105E2,5.171925774E1,NaN,NaN,3.164823379E1,3.000957238E1
1.407367530E2,4.290012382E1,1.304215535E2,5.155237338E1,NaN,NaN,2.333388573E1,3.000000000E1
1.462990111E2,4.290017576E1,1.304215201E2,5.131042862E1,NaN,NaN,2.036356985E1,2.500000000E2
