"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.881496906E-1,4.289997372E1,1.304212480E2,5.134938085E1,5.123891004E-1,NaN,1.790947351E1,4.043539284E0
1.688136816E0,4.289997942E1,1.304212385E2,5.128106262E1,6.005736866E-1,2.061777429E1,2.317265792E1,4.996423979E0
2.688124299E0,4.289998114E1,1.304212447E2,5.109350714E1,8.273161126E-1,4.584891832E1,2.113208139E1,4.338239785E0
3.688111663E0,4.289999285E1,1.304212487E2,5.097815510E1,1.065945343E0,3.389754162E1,2.113208137E1,4.394858664E0
4.688098788E0,4.289999637E1,1.304212638E2,5.098819469E1,1.081702939E0,5.391806950E1,2.104815625E1,4.370126729E0
5.688084841E0,4.290000129E1,1.304212766E2,5.098133266E1,1.563554508E0,6.414629068E1,2.104815630E1,4.221340583E0
6.688071728E0,4.290001245E1,1.304212534E2,5.103329214E1,1.077882454E0,5.648279011E1,2.041462245E1,4.328732742E0
7.688058615E0,4.290000677E1,1.304212962E2,5.079813385E1,8.665026499E-1,5.825053690E1,2.327976638E1,4.731915591E0
8.688045144E0,4.290000392E1,1.304213315E2,5.092495442E1,1.440291036E0,8.114515780E1,2.560749911E1,4.561205371E0
9.688031316E0,4.290000898E1,1.304213630E2,5.100937566E1,1.910644966E0,7.605310112E1,2.560749910E1,3.747584730E0
1.068801761E1,4.290001154E1,1.304213568E2,5.107630384E1,1.389030857E0,7.704902431E1,2.758889864E1,3.304970899E0
1.168800390E1,4.290000893E1,1.304213817E2,5.116718572E1,1.576974191E0,8.915451351E1,2.926434475E1,3.127056694E0
1.268799007E1,4.290001345E1,1.304214054E2,5.127294885E1,1.719506581E0,8.568597285E1,2.926434475E1,3.000000000E0
1.368797684E1,4.290002322E1,1.304214138E2,5.134011304E1,1.537663187E0,7.364786828E1,3.048754457E1,3.000000000E0
1.468796337E1,4.290002335E1,1.304214356E2,5.139328474E1,1.606738094E0,8.115536507E1,3.048754457E1,3.000000000E0
1.568794858E1,4.290001618E1,1.304215365E2,5.139187276E1,2.368582896E0,8.658704087E1,3.312248260E1,3.000000000E0
1.668793535E1,4.290002602E1,1.304215718E2,5.141643824E1,2.364814236E0,8.559852673E1,3.456315210E1,3.000000000E0
1.768792140E1,4.290003749E1,1.304216178E2,5.142588519E1,2.508999728E0,8.414248403E1,3.456315210E1,3.000000000E0
1.868790698E1,4.290003929E1,1.304216507E2,5.142767449E1,2.552350741E0,8.555841180E1,3.592904100E1,3.000000000E0
1.968789375E1,4.290004167E1,1.304216803E2,5.142021412E1,2.543725242E0,8.540146042E1,3.592904099E1,3.000000000E0
2.076653945E1,4.290003261E1,1.304217102E2,5.140804170E1,2.497361951E0,8.987481812E1,3.592904099E1,3.000000000E0
