"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.767882754320590E9,"2026-01-08 22:32:34.321 UTC+08:00"
"PAUSE",1.612035405416682E2,1.767882915521164E9,"2026-01-08 22:35:15.521 UTC+08:00"
