"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.767957417508275E9,"2026-01-09 19:16:57.508 UTC+08:00"
"PAUSE",1.555931067083438E2,1.767957573099036E9,"2026-01-09 19:19:33.099 UTC+08:00"
